西元年,月,日,峰値負載_MW,備轉容量_MW,備轉容量率_pct
2021,10,18,3208.3,590.2,18.40
2021,10,19,3277.0,550.2,16.79
2021,10,20,3329.4,503.0,15.11
2021,10,21,3281.0,604.0,18.41
2021,10,22,3123.8,389.9,12.48
2021,10,23,2851.7,468.3,16.42
2021,10,24,2693.5,504.9,18.75
2021,10,25,3168.6,404.3,12.76
2021,10,26,3232.1,347.1,10.74
2021,10,27,3230.6,391.5,12.12
2021,10,28,3182.5,681.7,21.42
2021,10,29,3125.7,541.2,17.31
2021,10,30,2813.5,380.6,13.53
2021,10,31,2720.1,448.7,16.50
2021,11,1,3164.8,335.7,10.61
2021,11,2,3182.7,294.9,9.27
2021,11,3,3211.5,420.6,13.10
2021,11,4,3245.0,376.7,11.61
2021,11,5,3330.2,281.8,8.46
2021,11,6,2987.6,547.1,18.31
2021,11,7,2827.7,258.4,9.14
2021,11,8,3120.7,541.7,17.36
2021,11,9,3024.1,391.4,12.94
2021,11,10,3012.5,368.5,12.23
2021,11,11,3023.2,385.7,12.76
2021,11,12,2994.6,431.9,14.42
2021,11,13,2729.3,511.7,18.75
2021,11,14,2606.7,482.8,18.52
2021,11,15,3068.9,357.1,11.64
2021,11,16,3119.7,389.9,12.50
2021,11,17,3145.1,385.8,12.27
2021,11,18,3128.0,346.6,11.08
2021,11,19,3134.0,570.4,18.20
2021,11,20,2827.8,409.5,14.48
2021,11,21,2726.2,409.8,15.03
2021,11,22,3033.0,660.8,21.79
2021,11,23,3020.6,403.6,13.36
2021,11,24,3046.3,385.9,12.67
2021,11,25,3077.8,393.7,12.79
2021,11,26,3017.4,408.9,13.55
2021,11,27,2769.0,372.7,13.46
2021,11,28,2672.1,343.5,12.86
2021,11,29,3107.7,277.3,8.92
2021,11,30,3044.5,400.7,13.16
2021,12,1,2983.2,455.6,15.27
2021,12,2,3015.0,382.1,12.67
2021,12,3,2967.5,496.7,16.74
2021,12,4,2710.4,441.8,16.30
2021,12,5,2618.8,362.0,13.82
2021,12,6,3018.7,379.2,12.56
2021,12,7,3026.4,284.1,9.39
2021,12,8,3028.6,424.3,14.01
2021,12,9,3086.3,325.6,10.55
2021,12,10,3041.7,353.1,11.61
2021,12,11,2779.7,327.3,11.77
2021,12,12,2620.5,451.5,17.23
2021,12,13,3024.1,408.3,13.50
2021,12,14,3075.1,305.0,9.92
2021,12,15,3099.2,268.6,8.67
2021,12,16,3102.0,286.4,9.23
2021,12,17,2997.0,661.6,22.08
2021,12,18,2694.2,427.9,15.88
2021,12,19,2608.6,342.8,13.14
2021,12,20,3038.4,264.2,8.70
2021,12,21,3074.8,286.2,9.31
2021,12,22,3076.1,305.7,9.94
2021,12,23,3101.7,242.3,7.81
2021,12,24,3020.0,319.0,10.56
2021,12,25,2728.8,303.5,11.12
2021,12,26,2657.2,342.9,12.90
2021,12,27,3028.7,376.8,12.44
2021,12,28,2997.3,325.3,10.85
2021,12,29,2991.3,280.7,9.38
2021,12,30,2903.6,437.6,15.07
2021,12,31,2644.3,392.7,14.85
2022,1,1,2566.1,334.5,13.04
2022,1,2,2591.5,364.1,14.05
2022,1,3,2997.6,318.4,10.62
2022,1,4,3033.0,262.0,8.64
2022,1,5,3044.9,251.2,8.25
2022,1,6,3027.6,320.9,10.60
2022,1,7,2996.2,301.0,10.05
2022,1,8,2735.6,314.7,11.50
2022,1,9,2656.2,315.8,11.89
2022,1,10,3020.5,249.1,8.25
2022,1,11,3046.4,241.3,7.92
2022,1,12,3020.6,222.0,7.35
2022,1,13,3016.7,247.5,8.20
2022,1,14,2984.3,268.1,8.98
2022,1,15,2779.2,229.3,8.25
2022,1,16,2679.3,342.9,12.80
2022,1,17,3058.6,271.5,8.88
2022,1,18,3060.9,242.5,7.92
2022,1,19,3031.7,300.2,9.90
2022,1,20,3062.0,266.0,8.69
2022,1,21,3074.3,217.9,7.09
2022,1,22,2948.6,303.2,10.28
2022,1,23,2716.1,230.1,8.47
2022,1,24,3031.0,316.7,10.45
2022,1,25,3000.7,296.3,9.87
2022,1,26,3005.0,254.9,8.48
2022,1,27,2940.6,346.3,11.78
2022,1,28,2765.3,470.0,17.00
2022,1,29,2621.9,334.6,12.76
2022,1,30,2510.7,308.7,12.30
2022,1,31,2312.1,311.1,13.46
2022,2,1,2288.1,442.1,19.32
2022,2,2,2296.7,323.2,14.07
2022,2,3,2395.5,313.5,13.09
2022,2,4,2469.1,357.7,14.49
2022,2,5,2531.5,293.0,11.57
2022,2,6,2588.3,310.8,12.01
2022,2,7,2975.3,298.6,10.04
2022,2,8,2998.9,339.5,11.32
2022,2,9,3026.9,283.3,9.36
2022,2,10,3037.9,297.2,9.78
2022,2,11,3016.5,334.3,11.08
2022,2,12,2801.7,292.1,10.43
2022,2,13,2703.8,375.7,13.90
2022,2,14,3057.2,296.6,9.70
2022,2,15,3059.8,287.7,9.40
2022,2,16,3049.1,366.5,12.02
2022,2,17,3080.0,304.3,9.88
2022,2,18,3062.5,318.4,10.4
2022,2,19,2839.1,298.9,10.53
2022,2,20,2843.4,297.2,10.45
2022,2,21,3136.1,200.6,6.40
2022,2,22,3097.7,260.3,8.40
2022,2,23,3131.8,256.7,8.20
2022,2,24,3109.8,251.1,8.07
2022,2,25,3012.1,340.6,11.31
2022,2,26,2782.2,343.7,12.35
2022,2,27,2619.6,373.0,14.24
2022,2,28,2733.7,412.7,15.10
2022,3,1,3050.3,251.0,8.23
2022,3,2,3067.8,313.5,10.22
2022,3,3,2895.6,712.6,24.61
2022,3,4,3021.5,326.1,10.79
2022,3,5,2740.1,433.8,15.83
2022,3,6,2636.1,463.2,17.57
2022,3,7,2971.7,252.7,8.50
2022,3,8,2994.4,329.0,10.99
2022,3,9,3029.4,255.0,8.42
2022,3,10,3034.1,308.8,10.18
2022,3,11,3034.6,314.8,10.37
2022,3,12,2790.4,343.8,12.32
2022,3,13,2740.7,283.9,10.36
2022,3,14,3128.2,265.9,8.50
2022,3,15,3185.1,298.6,9.37
2022,3,16,3196.9,285.9,8.94
2022,3,17,3210.9,271.2,8.45
2022,3,18,3153.3,442.4,14.03
2022,3,19,2834.5,267.5,9.44
2022,3,20,2757.5,305.0,11.06
2022,3,21,3190.6,275.1,8.62
2022,3,22,3142.8,373.5,11.88
2022,3,23,3046.3,371.7,12.20
2022,3,24,3099.1,238.1,7.68
2022,3,25,3178.2,339.4,10.68
2022,3,26,2912.1,327.7,11.25
2022,3,27,2690.3,341.4,12.69
2022,3,28,3065.9,306.9,10.01
2022,3,29,3112.9,277.7,8.92
2022,3,30,3176.7,433.6,13.65
2022,3,31,3178.5,418.0,13.15
2022,4,1,2991.4,636.0,21.26
2022,4,2,2776.9,243.8,8.78
2022,4,3,2615.7,403.1,15.41
2022,4,4,2642.5,308.3,11.67
2022,4,5,2705.3,316.0,11.68
2022,4,6,3077.5,371.9,12.08
2022,4,7,3081.9,297.5,9.65
2022,4,8,3137.6,395.1,12.59
2022,4,9,2886.8,373.8,12.95
2022,4,10,2798.3,391.7,14.00
2022,4,11,3307.8,349.7,10.57
2022,4,12,3360.5,447.5,13.32
2022,4,13,3387.7,428.0,12.63
2022,4,14,3270.5,510.6,15.61
2022,4,15,3160.5,367.4,11.62
2022,4,16,2784.0,375.8,13.50
2022,4,17,2702.8,330.4,12.22
2022,4,18,3142.2,274.6,8.74
2022,4,19,3121.8,282.7,9.06
2022,4,20,3171.3,324.7,10.24
2022,4,21,3253.9,251.3,7.72
2022,4,22,3379.9,260.2,7.70
2022,4,23,3021.4,300.4,9.94
2022,4,24,2973.0,286.4,9.63
2022,4,25,3489.1,251.5,7.21
2022,4,26,3590.8,318.8,8.88
2022,4,27,3599.6,270.4,7.51
2022,4,28,3577.2,300.8,8.41
2022,4,29,3637.0,359.6,9.89
2022,4,30,2917.5,441.0,15.12
2022,5,1,2654.2,569.0,21.44
2022,5,2,2693.6,552.0,20.49
2022,5,3,3083.5,447.2,14.50
2022,5,4,3203.0,450.6,14.07
2022,5,5,3242.4,415.0,12.80
2022,5,6,3310.8,529.7,16.00
2022,5,7,2963.4,308.3,10.40
2022,5,8,2857.3,400.1,14.00
2022,5,9,3331.8,474.2,14.23
2022,5,10,3456.5,407.7,11.80
2022,5,11,3437.6,348.0,10.12
2022,5,12,3460.9,359.7,10.39
2022,5,13,3391.9,455.7,13.43
2022,5,14,2921.0,387.6,13.27
2022,5,15,2726.7,552.8,20.27
2022,5,16,3053.9,512.5,16.78
2022,5,17,3067.1,581.6,18.96
2022,5,18,3249.7,457.8,14.09
2022,5,19,3313.7,338.7,10.22
2022,5,20,3323.6,469.5,14.13
2022,5,21,2902.6,350.0,12.06
2022,5,22,2826.2,318.1,11.26
2022,5,23,3314.9,268.4,8.10
2022,5,24,3354.2,418.9,12.49
2022,5,25,3362.8,382.4,11.37
2022,5,26,3400.2,377.3,11.10
2022,5,27,3308.4,429.2,12.97
2022,5,28,3077.4,249.2,8.10
2022,5,29,3025.7,226.6,7.49
2022,5,30,3613.2,373.2,10.33
2022,5,31,3595.8,471.7,13.12
2022,6,1,3677.6,614.6,16.71
2022,6,2,3662.1,605.0,16.52
2022,6,3,3193.3,702.3,21.99
2022,6,4,3105.0,417.0,13.43
2022,6,5,3184.7,374.8,11.77
2022,6,6,3666.7,421.2,11.49
2022,6,7,3510.7,398.6,11.35
2022,6,8,3409.3,529.9,15.54
2022,6,9,3447.9,435.5,12.63
2022,6,10,3480.9,478.0,13.73
2022,6,11,3167.3,674.6,21.30
2022,6,12,3016.5,447.0,14.82
2022,6,13,3677.4,658.6,17.91
2022,6,14,3774.0,513.4,13.60
2022,6,15,3644.6,567.7,15.58
2022,6,16,3643.2,515.0,14.14
2022,6,17,3666.1,530.5,14.47
2022,6,18,3347.7,744.8,22.25
2022,6,19,3218.4,261.3,8.12
2022,6,20,3860.9,394.2,10.21
2022,6,21,3866.6,364.5,9.43
2022,6,22,3926.6,297.4,7.57
2022,6,23,3994.0,251.0,6.28
2022,6,24,3913.0,289.3,7.39
2022,6,25,3417.7,613.6,17.95
2022,6,26,3241.9,434.5,13.40
2022,6,27,3878.5,335.6,8.65
2022,6,28,3884.6,294.7,7.59
2022,6,29,3904.5,131.6,3.37
2022,6,30,3860.9,335.9,8.70
2022,7,1,3844.1,385.8,10.04
2022,7,2,3254.6,578.1,17.76
2022,7,3,3216.2,387.4,12.05
2022,7,4,3770.8,531.0,14.08
2022,7,5,3768.9,533.6,14.16
2022,7,6,3801.3,588.2,15.47
2022,7,7,3854.0,486.2,12.62
2022,7,8,3871.1,401.3,10.37
2022,7,9,3467.4,670.9,19.35
2022,7,10,3392.6,297.9,8.78
2022,7,11,3984.4,385.2,9.67
2022,7,12,3960.8,436.6,11.02
2022,7,13,3974.6,428.1,10.77
2022,7,14,3929.8,348.0,8.86
2022,7,15,3834.2,433.2,11.30
2022,7,16,3482.4,723.1,20.76
2022,7,17,3389.7,429.1,12.66
2022,7,18,3908.5,555.5,14.21
2022,7,19,3991.9,400.1,10.02
2022,7,20,4030.1,457.5,11.35
2022,7,21,4030.1,429.1,10.65
2022,7,22,4074.8,419.9,10.30
2022,7,23,3640.7,580.6,15.95
2022,7,24,3480.4,280.4,8.06
2022,7,25,4067.0,385.7,9.48
2022,7,26,4023.4,395.0,9.82
2022,7,27,4010.5,416.1,10.38
2022,7,28,4006.3,391.3,9.77
2022,7,29,3977.0,469.4,11.80
2022,7,30,3474.7,723.0,20.81
2022,7,31,3320.8,482.9,14.54
2022,8,1,3898.9,312.5,8.02
2022,8,2,3648.7,482.9,13.23
2022,8,3,3765.2,479.8,12.74
2022,8,4,3839.7,416.1,10.84
2022,8,5,3812.7,558.9,14.66
2022,8,6,3420.5,787.8,23.03
2022,8,7,3238.4,543.5,16.78
2022,8,8,3919.1,517.0,13.19
2022,8,9,3933.6,444.3,11.29
2022,8,10,3902.8,498.7,12.78
2022,8,11,3921.7,411.5,10.49
2022,8,12,3887.0,456.0,11.73
2022,8,13,3440.8,796.3,23.14
2022,8,14,3325.8,317.3,9.54
2022,8,15,3860.6,459.1,11.89
2022,8,16,3854.0,447.6,11.61
2022,8,17,3894.1,407.9,10.47
2022,8,18,3767.8,468.7,12.44
2022,8,19,3830.4,548.9,14.33
2022,8,20,3416.6,795.5,23.28
2022,8,21,3293.7,419.4,12.73
2022,8,22,3951.6,457.6,11.58
2022,8,23,3991.8,321.6,8.06
2022,8,24,3979.5,199.3,5.01
2022,8,25,3979.0,485.3,12.20
2022,8,26,3936.9,502.4,12.76
2022,8,27,3557.8,527.5,14.83
2022,8,28,3243.2,764.7,23.58
2022,8,29,3885.5,390.3,10.05
2022,8,30,3892.5,398.7,10.24
2022,8,31,3899.2,484.4,12.42
2022,9,1,3718.5,573.2,15.41
2022,9,2,3475.4,625.7,18.00
2022,9,3,3106.1,492.9,15.87
2022,9,4,3018.7,520.6,17.25
2022,9,5,3699.3,629.6,17.02
2022,9,6,3601.8,567.7,15.76
2022,9,7,3631.1,571.3,15.73
2022,9,8,3524.0,698.8,19.83
2022,9,9,2982.7,907.3,30.42
2022,9,10,2808.4,509.1,18.13
2022,9,11,2902.7,445.2,15.34
2022,9,12,3446.4,650.1,18.86
2022,9,13,3425.5,619.1,18.07
2022,9,14,3541.5,372.8,10.53
2022,9,15,3595.8,508.1,14.13
2022,9,16,3577.9,468.8,13.10
2022,9,17,3146.3,806.6,25.64
2022,9,18,3019.3,464.4,15.38
2022,9,19,3561.7,518.1,14.55
2022,9,20,3440.0,616.2,17.91
2022,9,21,3460.0,668.5,19.32
2022,9,22,3440.0,675.2,19.63
2022,9,23,3438.3,595.1,17.31
2022,9,24,2949.4,774.8,26.27
2022,9,25,2893.3,442.2,15.28
2022,9,26,3560.5,516.4,14.50
2022,9,27,3587.1,519.2,14.47
2022,9,28,3662.5,531.9,14.52
2022,9,29,3675.8,515.1,14.01
2022,9,30,3662.0,507.0,13.84
2022,10,1,3238.6,781.9,24.14
2022,10,2,3106.5,382.5,12.31
2022,10,3,3742.0,379.6,10.14
2022,10,4,3769.9,400.5,10.62
2022,10,5,3659.0,551.0,15.06
2022,10,6,3601.2,627.4,17.42
2022,10,7,3506.6,606.2,17.29
2022,10,8,2901.9,541.1,18.65
2022,10,9,2771.7,565.3,20.40
2022,10,10,2667.5,726.3,27.23
2022,10,11,3038.2,724.3,23.84
2022,10,12,3172.2,702.0,22.13
2022,10,13,3234.4,395.5,12.23
2022,10,14,3257.5,577.7,17.73
2022,10,15,2915.3,359.3,12.32
2022,10,16,2868.4,344.8,12.02
2022,10,17,3241.9,593.5,18.31
2022,10,18,3068.7,420.9,13.72
2022,10,19,3048.6,573.9,18.83
2022,10,20,3131.8,551.0,17.59
2022,10,21,3173.8,529.6,16.69
2022,10,22,2935.0,393.5,13.41
2022,10,23,2751.3,475.8,17.29
2022,10,24,3036.6,783.3,25.80
2022,10,25,3036.1,563.8,18.57
2022,10,26,3150.2,610.1,19.37
2022,10,27,3191.8,503.9,15.79
2022,10,28,3180.0,485.8,15.28
2022,10,29,2786.7,588.1,21.10
2022,10,30,2731.8,524.8,19.21
2022,10,31,3099.9,490.4,15.82
2022,11,1,3073.4,371.3,12.08
2022,11,2,3134.6,454.5,14.50
2022,11,3,3227.3,309.6,9.59
2022,11,4,3125.4,548.4,17.55
2022,11,5,2707.0,503.1,18.59
2022,11,6,2649.1,357.5,13.50
2022,11,7,3105.3,372.9,12.01
2022,11,8,3134.6,354.9,11.32
2022,11,9,3243.7,348.3,10.74
2022,11,10,3280.4,253.7,7.73
2022,11,11,3312.1,345.4,10.43
2022,11,12,2895.3,475.5,16.42
2022,11,13,2749.3,397.3,14.45
2022,11,14,3169.2,501.0,15.81
2022,11,15,3220.0,495.6,15.39
2022,11,16,3182.3,391.0,12.29
2022,11,17,3247.0,528.5,16.28
2022,11,18,3220.2,652.1,20.25
2022,11,19,2834.7,388.0,13.69
2022,11,20,2733.6,360.8,13.20
2022,11,21,3191.7,308.6,9.67
2022,11,22,3252.7,445.9,13.71
2022,11,23,3181.3,370.9,11.66
2022,11,24,3155.6,396.1,12.55
2022,11,25,3142.2,548.5,17.46
2022,11,26,2686.9,572.9,21.32
2022,11,27,2697.8,555.7,20.60
2022,11,28,3248.2,558.6,17.20
2022,11,29,3319.8,383.7,11.56
2022,11,30,3062.9,677.0,22.10
2022,12,1,2994.4,446.4,14.91
2022,12,2,2931.9,451.7,15.41
2022,12,3,2734.1,428.5,15.67
2022,12,4,2625.7,412.6,15.71
2022,12,5,2948.7,490.4,16.63
2022,12,6,2954.3,448.7,15.19
2022,12,7,2990.6,513.8,17.18
2022,12,8,2971.9,497.2,16.73
2022,12,9,2953.7,580.8,19.66
2022,12,10,2689.0,418.9,15.58
2022,12,11,2597.7,601.3,23.15
2022,12,12,2946.0,495.8,16.83
2022,12,13,2964.9,553.9,18.68
2022,12,14,2986.6,478.0,16.00
2022,12,15,2997.7,449.0,14.98
2022,12,16,2969.0,427.9,14.41
2022,12,17,2724.1,444.8,16.33
2022,12,18,2733.3,355.8,13.02
2022,12,19,2938.5,354.9,12.08
2022,12,20,2949.1,337.3,11.44
2022,12,21,2945.9,384.8,13.06
2022,12,22,2933.4,391.6,13.35
2022,12,23,2900.4,432.6,14.92
2022,12,24,2677.2,399.5,14.92
2022,12,25,2681.3,436.0,16.26
2022,12,26,2912.8,451.0,15.48
2022,12,27,2927.0,471.0,16.09
2022,12,28,2901.9,369.9,12.75
2022,12,29,2937.1,364.0,12.39
2022,12,30,2857.1,445.0,15.58
2022,12,31,2618.9,403.6,15.41
2023,1,1,2563.1,389.9,15.21
2023,1,2,2644.7,451.7,17.08
2023,1,3,2948.7,560.1,18.99
2023,1,4,2961.7,530.3,17.91
2023,1,5,3008.6,380.4,12.64
2023,1,6,2939.8,429.0,14.59
2023,1,7,2777.2,476.5,17.16
2023,1,8,2642.1,341.3,12.92
2023,1,9,2951.4,374.5,12.69
2023,1,10,2985.2,347.2,11.63
2023,1,11,2948.8,370.6,12.57
2023,1,12,2985.1,242.2,8.11
2023,1,13,2984.2,419.8,14.07
2023,1,14,2736.9,403.2,14.73
2023,1,15,2597.0,506.3,19.50
2023,1,16,2867.8,479.1,16.71
2023,1,17,2867.0,457.9,15.97
2023,1,18,2804.9,570.6,20.34
2023,1,19,2561.4,684.0,26.70
2023,1,20,2375.4,593.6,24.99
2023,1,21,2224.3,491.4,22.09
2023,1,22,2157.6,531.9,24.65
2023,1,23,2145.9,666.6,31.06
2023,1,24,2271.7,464.3,20.44
2023,1,25,2344.5,377.1,16.08
2023,1,26,2394.1,531.8,22.21
2023,1,27,2465.9,481.5,19.53
2023,1,28,2549.4,407.5,15.98
2023,1,29,2587.0,421.1,16.28
2023,1,30,2815.1,556.6,19.77
2023,1,31,2851.4,435.0,15.26
2023,2,1,2872.2,388.7,13.53
2023,2,2,2897.0,478.0,16.50
2023,2,3,2875.8,480.7,16.72
2023,2,4,2776.5,501.5,18.06
2023,2,5,2608.2,475.8,18.24
2023,2,6,2947.4,224.3,7.61
2023,2,7,2955.5,447.6,15.14
2023,2,8,2944.7,507.9,17.25
2023,2,9,3003.1,306.3,10.20
2023,2,10,3004.0,650.6,21.66
2023,2,11,2674.5,408.2,15.26
2023,2,12,2624.3,380.4,14.50
2023,2,13,3073.8,339.8,11.05
2023,2,14,2920.4,445.6,15.26
2023,2,15,2936.0,358.8,12.22
2023,2,16,2941.1,349.0,11.87
2023,2,17,2928.3,449.7,15.36
2023,2,18,2798.7,361.6,12.92
2023,2,19,2620.9,516.4,19.70
2023,2,20,2919.6,371.5,12.72
2023,2,21,2964.8,281.8,9.50
2023,2,22,2944.6,370.7,12.59
2023,2,23,2956.9,333.2,11.27
2023,2,24,2891.2,552.7,19.12
2023,2,25,2652.0,484.9,18.28
2023,2,26,2564.7,431.8,16.84
2023,2,27,2518.5,608.0,24.14
2023,2,28,2628.4,440.6,16.76
2023,3,1,2899.5,531.5,18.33
2023,3,2,2905.6,436.7,15.03
2023,3,3,2885.1,597.1,20.70
2023,3,4,2637.7,445.2,16.88
2023,3,5,2576.3,461.9,17.93
2023,3,6,2917.0,440.0,15.08
2023,3,7,2941.8,473.7,16.10
2023,3,8,2942.1,411.0,13.97
2023,3,9,2964.4,629.4,21.23
2023,3,10,2967.0,587.6,19.80
2023,3,11,2668.4,437.2,16.38
2023,3,12,2597.4,636.2,24.49
2023,3,13,2917.3,532.6,18.26
2023,3,14,2968.0,542.5,18.28
2023,3,15,2994.7,586.3,19.58
2023,3,16,3037.9,467.9,15.40
2023,3,17,3032.7,459.3,15.14
2023,3,18,2661.6,510.5,19.18
2023,3,19,2635.8,403.1,15.29
2023,3,20,3064.4,433.7,14.15
2023,3,21,3121.5,500.5,16.03
2023,3,22,3231.5,402.4,12.45
2023,3,23,3214.6,676.6,21.05
2023,3,24,3179.5,398.6,12.54
2023,3,25,2925.9,827.8,28.29
2023,3,26,2612.9,515.0,19.71
2023,3,27,2977.5,464.2,15.59
2023,3,28,3010.8,507.7,16.86
2023,3,29,3054.1,378.2,12.38
2023,3,30,3036.6,484.9,15.97
2023,3,31,2971.7,556.1,18.71
2023,4,1,2694.1,453.4,16.83
2023,4,2,2568.2,554.4,21.59
2023,4,3,2569.5,466.5,18.16
2023,4,4,2640.4,445.2,16.86
2023,4,5,2685.7,371.6,13.84
2023,4,6,3081.3,249.8,8.11
2023,4,7,2973.2,735.2,24.73
2023,4,8,2657.6,624.8,23.51
2023,4,9,2610.1,488.7,18.72
2023,4,10,2987.4,445.0,14.90
2023,4,11,3098.8,339.4,10.95
2023,4,12,3160.6,562.9,17.81
2023,4,13,3222.0,582.1,18.07
2023,4,14,3237.5,513.6,15.86
2023,4,15,2812.6,397.0,14.12
2023,4,16,2778.0,363.0,13.07
2023,4,17,3282.0,368.5,11.23
2023,4,18,3363.2,331.5,9.86
2023,4,19,3395.0,341.6,10.06
2023,4,20,3268.4,242.1,7.41
2023,4,21,3208.1,544.8,16.98
2023,4,22,2775.5,562.5,20.27
2023,4,23,2739.0,479.8,17.52
2023,4,24,3157.7,803.6,25.45
2023,4,25,3114.6,637.5,20.47
2023,4,26,3037.0,862.5,28.40
2023,4,27,3093.0,659.2,21.31
2023,4,28,3199.0,825.9,25.82
2023,4,29,2842.2,392.8,13.82
2023,4,30,2621.5,615.8,23.49
2023,5,1,2694.3,749.5,27.82
2023,5,2,3254.2,793.3,24.38
2023,5,3,3380.4,637.1,18.85
2023,5,4,3436.4,656.4,19.10
2023,5,5,3558.2,637.0,17.90
2023,5,6,3090.6,955.6,30.92
2023,5,7,2814.0,526.3,18.70
2023,5,8,3114.6,883.0,28.35
2023,5,9,3037.3,728.9,24.00
2023,5,10,3131.9,822.0,26.25
2023,5,11,3171.8,621.4,19.59
2023,5,12,3205.9,609.3,19.01
2023,5,13,2746.7,852.4,31.03
2023,5,14,2696.5,468.4,17.37
2023,5,15,3122.9,690.5,22.11
2023,5,16,3264.5,570.2,17.47
2023,5,17,3392.1,560.8,16.53
2023,5,18,3510.4,451.9,12.87
2023,5,19,3375.6,470.5,13.94
2023,5,20,2951.5,450.1,15.25
2023,5,21,2948.4,376.3,12.76
2023,5,22,3535.2,462.8,13.09
2023,5,23,3197.6,915.8,28.64
2023,5,24,3282.7,692.6,21.10
2023,5,25,3359.0,630.2,18.76
2023,5,26,3445.6,574.6,16.68
2023,5,27,2974.1,832.1,27.98
2023,5,28,2962.3,368.9,12.45
2023,5,29,3582.1,512.4,14.30
2023,5,30,3638.9,465.7,12.80
2023,5,31,3556.5,468.4,13.17
2023,6,1,3456.2,685.0,19.82
2023,6,2,3619.7,540.1,14.92
2023,6,3,3200.7,595.0,18.59
2023,6,4,3070.5,302.2,9.84
2023,6,5,3629.0,600.9,16.56
2023,6,6,3683.2,637.4,17.31
2023,6,7,3713.9,554.2,14.92
2023,6,8,3722.7,519.2,13.95
2023,6,9,3654.0,551.0,15.08
2023,6,10,3193.1,716.0,22.42
2023,6,11,3027.4,404.0,13.34
2023,6,12,3452.3,573.0,16.60
2023,6,13,3535.0,577.7,16.34
2023,6,14,3591.0,492.4,13.71
2023,6,15,3435.1,606.3,17.65
2023,6,16,3528.5,535.5,15.18
2023,6,17,3426.5,465.4,13.58
2023,6,18,3150.2,369.5,11.73
2023,6,19,3684.2,673.2,18.27
2023,6,20,3796.7,598.8,15.77
2023,6,21,3810.4,597.6,15.68
2023,6,22,3234.3,436.6,13.50
2023,6,23,3160.1,931.0,29.46
2023,6,24,3170.7,921.6,29.07
2023,6,25,3210.5,342.8,10.68
2023,6,26,3807.9,525.9,13.81
2023,6,27,3801.6,527.2,13.87
2023,6,28,3751.2,449.4,11.98
2023,6,29,3834.8,551.7,14.39
2023,6,30,3769.0,613.6,16.28
2023,7,1,3289.0,908.6,27.63
2023,7,2,3192.6,461.3,14.45
2023,7,3,3810.0,697.2,18.30
2023,7,4,3864.2,726.6,18.80
2023,7,5,3930.3,670.7,17.06
2023,7,6,3933.5,646.1,16.43
2023,7,7,3924.9,698.2,17.79
2023,7,8,3481.9,878.5,25.23
2023,7,9,3379.3,401.1,11.87
2023,7,10,3927.9,542.4,13.81
2023,7,11,3960.8,407.5,10.29
2023,7,12,3864.9,526.0,13.61
2023,7,13,3905.9,467.8,11.98
2023,7,14,3918.1,449.6,11.47
2023,7,15,3478.6,780.5,22.44
2023,7,16,3286.6,329.9,10.04
2023,7,17,3908.3,457.1,11.70
2023,7,18,3872.2,319.5,8.25
2023,7,19,3890.3,396.7,10.20
2023,7,20,3877.7,465.2,12.00
2023,7,21,3840.6,662.5,17.25
2023,7,22,3367.7,968.8,28.77
2023,7,23,3173.8,886.7,27.94
2023,7,24,3772.3,674.6,17.88
2023,7,25,3858.7,663.5,17.19
2023,7,26,3691.8,438.6,11.88
2023,7,27,3395.2,539.6,15.89
2023,7,28,3219.5,629.8,19.56
2023,7,29,3132.8,960.2,30.65
2023,7,30,3068.2,448.9,14.63
2023,7,31,3621.2,728.5,20.12
2023,8,1,3667.5,718.8,19.60
2023,8,2,3666.3,565.3,15.42
2023,8,3,3431.3,816.2,23.79
2023,8,4,3695.2,516.1,13.97
2023,8,5,3173.0,493.5,15.55
2023,8,6,3267.8,340.5,10.42
2023,8,7,3874.0,405.1,10.46
2023,8,8,3796.8,441.9,11.64
2023,8,9,3796.7,602.4,15.87
2023,8,10,3812.3,388.6,10.19
2023,8,11,3688.9,655.7,17.77
2023,8,12,3255.9,985.9,30.28
2023,8,13,3166.8,507.6,16.03
2023,8,14,3706.3,623.9,16.83
2023,8,15,3788.9,557.6,14.72
2023,8,16,3619.8,627.2,17.33
2023,8,17,3697.7,514.5,13.91
2023,8,18,3618.2,554.1,15.31
2023,8,19,3158.3,849.5,26.90
2023,8,20,3107.9,455.3,14.65
2023,8,21,3742.8,782.9,20.92
2023,8,22,3852.8,642.5,16.68
2023,8,23,3820.1,683.0,17.88
2023,8,24,3828.6,518.5,13.54
2023,8,25,3811.1,672.7,17.65
2023,8,26,3409.0,770.4,22.60
2023,8,27,3203.3,491.1,15.33
2023,8,28,3800.5,687.8,18.10
2023,8,29,3921.5,575.7,14.68
2023,8,30,3881.6,484.3,12.48
2023,8,31,3782.8,515.9,13.64
2023,9,1,3836.3,496.5,12.94
2023,9,2,3292.6,755.3,22.94
2023,9,3,2973.3,652.8,21.96
2023,9,4,3156.4,1021.0,32.35
2023,9,5,3681.6,562.9,15.29
2023,9,6,3681.4,706.4,19.19
2023,9,7,3564.6,759.7,21.31
2023,9,8,3497.4,682.8,19.52
2023,9,9,3043.2,936.9,30.79
2023,9,10,2988.9,750.2,25.10
2023,9,11,3509.8,1024.1,29.18
2023,9,12,3635.9,778.1,21.40
2023,9,13,3648.8,686.8,18.82
2023,9,14,3661.0,556.5,15.20
2023,9,15,3698.4,542.6,14.67
