period,民國年月,area_code,area_name,總人口,男性,女性,幼年_0_14,工作年齡_15_64,老年_65plus,男_0_14,女_0_14,男_15_64,女_15_64,男_65plus,女_65plus
2016-11,10511,10018000,新竹市,436877,215998,220879,76201,312757,47919,39732,36469,154767,157990,21499,26420
2016-11,10511,10020000,嘉義市,269815,131412,138403,38679,195045,36091,20210,18469,95226,99819,15976,20115
2016-11,10511,63000000,臺北市,2695652,1289721,1405931,374866,1903544,417242,194587,180279,906965,996579,188169,229073
2016-11,10511,64000000,高雄市,2778770,1378987,1399783,343989,2063157,371624,178584,165405,1028114,1035043,172289,199335
2016-11,10511,65000000,新北市,3977905,1952036,2025869,507731,3008124,462050,264286,243445,1474713,1533411,213037,249013
2016-11,10511,66000000,臺中市,2764958,1365288,1399670,408993,2055930,300035,212396,196597,1013970,1041960,138922,161113
2016-11,10511,67000000,臺南市,1885653,943016,942637,236581,1390400,258672,123158,113423,701299,689101,118559,140113
2016-11,10511,68000000,桃園市,2144044,1069986,1074058,328868,1597379,217797,171569,157299,795754,801625,102663,115134
2016-12,10512,00000000,全國,23539816,11719270,11820546,3141881,17291830,3106105,1636066,1505815,8650806,8641024,1432398,1673707
2016-12,10512,09007000,連江縣,12595,7178,5417,1594,9714,1287,842,752,5654,4060,682,605
2016-12,10512,09020000,金門縣,135114,67572,67542,13674,105671,15769,7145,6529,52876,52795,7551,8218
2016-12,10512,10002000,宜蘭縣,457538,231722,225816,56836,332894,67808,29577,27259,170541,162353,31604,36204
2016-12,10512,10004000,新竹縣,547481,280030,267451,91690,391751,64040,47844,43846,201411,190340,30775,33265
2016-12,10512,10005000,苗栗縣,559189,288469,270720,76178,400240,82771,40005,36173,209119,191121,39345,43426
2016-12,10512,10007000,彰化縣,1287146,656749,630397,175423,928761,182962,91913,83510,480716,448045,84120,98842
2016-12,10512,10008000,南投縣,505163,258990,246173,58294,366734,80135,30255,28039,191292,175442,37443,42692
2016-12,10512,10009000,雲林縣,694873,360980,333893,84610,491499,118764,44222,40388,262738,228761,54020,64744
2016-12,10512,10010000,嘉義縣,515320,268109,247211,52919,370167,92234,27684,25235,198423,171744,42002,50232
2016-12,10512,10013000,屏東縣,835792,427747,408045,93786,614990,127016,48998,44788,318804,296186,59945,67071
2016-12,10512,10014000,臺東縣,220802,114205,106597,27326,160416,33060,14299,13027,84699,75717,15207,17853
2016-12,10512,10015000,花蓮縣,330911,168375,162536,41252,241010,48649,21583,19669,124172,116838,22620,26029
2016-12,10512,10016000,澎湖縣,103263,53152,50111,11486,76198,15579,5993,5493,39963,36235,7196,8383
2016-12,10512,10017000,基隆市,372100,186524,185576,40508,279643,51949,21099,19409,141721,137922,23704,28245
2016-12,10512,10018000,新竹市,437337,216206,221131,76283,312913,48141,39762,36521,154874,158039,21570,26571
2016-12,10512,10020000,嘉義市,269874,131410,138464,38588,195018,36268,20166,18422,95228,99790,16016,20252
2016-12,10512,63000000,臺北市,2695704,1289510,1406194,375128,1901446,419130,194670,180458,905969,995477,188871,230259
2016-12,10512,64000000,高雄市,2779371,1379043,1400328,343793,2061974,373604,178489,165304,1027475,1034499,173079,200525
2016-12,10512,65000000,新北市,3979208,1952341,2026867,507423,3005876,465909,264125,243298,1473588,1532288,214628,251281
2016-12,10512,66000000,臺中市,2767239,1366312,1400927,409212,2056123,301904,212572,196640,1014081,1042042,139659,162245
2016-12,10512,67000000,臺南市,1886033,943082,942951,236571,1389761,259701,123131,113440,700932,688829,119019,140682
2016-12,10512,68000000,桃園市,2147763,1071564,1076199,329307,1599031,219425,171692,157615,796530,802501,103342,116083
2017-01,10601,00000000,全國,23543346,11719646,11823700,3136335,17282361,3124650,1633058,1503277,8645827,8636534,1440761,1683889
2017-01,10601,09007000,連江縣,12649,7214,5435,1595,9761,1293,844,751,5684,4077,686,607
2017-01,10601,09020000,金門縣,135223,67601,67622,13681,105689,15853,7154,6527,52865,52824,7582,8271
2017-01,10601,10002000,宜蘭縣,457349,231604,225745,56678,332586,68085,29524,27154,170381,162205,31699,36386
2017-01,10601,10004000,新竹縣,547794,280195,267599,91613,391821,64360,47797,43816,201472,190349,30926,33434
2017-01,10601,10005000,苗栗縣,558779,288249,270530,75854,399807,83118,39821,36033,208884,190923,39544,43574
2017-01,10601,10007000,彰化縣,1286842,656523,630319,174907,928111,183824,91639,83268,480328,447783,84556,99268
2017-01,10601,10008000,南投縣,504838,258774,246064,58070,366289,80479,30122,27948,191039,175250,37613,42866
2017-01,10601,10009000,雲林縣,694519,360733,333786,84315,491083,119121,44050,40265,262483,228600,54200,64921
2017-01,10601,10010000,嘉義縣,515012,267927,247085,52652,369805,92555,27558,25094,198171,171634,42198,50357
2017-01,10601,10013000,屏東縣,835409,427496,407913,93449,614377,127583,48859,44590,318449,295928,60188,67395
2017-01,10601,10014000,臺東縣,220712,114127,106585,27234,160264,33214,14253,12981,84601,75663,15273,17941
2017-01,10601,10015000,花蓮縣,330810,168296,162514,41114,240810,48886,21508,19606,124057,116753,22731,26155
2017-01,10601,10016000,澎湖縣,103303,53186,50117,11500,76159,15644,6006,5494,39952,36207,7228,8416
2017-01,10601,10017000,基隆市,372044,186476,185568,40387,279416,52241,21040,19347,141621,137795,23815,28426
2017-01,10601,10018000,新竹市,437753,216412,221341,76197,313113,48443,39712,36485,154992,158121,21708,26735
2017-01,10601,10020000,嘉義市,269879,131399,138480,38517,194886,36476,20115,18402,95161,99725,16123,20353
2017-01,10601,63000000,臺北市,2695371,1289308,1406063,374589,1899341,421441,194390,180199,905077,994264,189841,231600
2017-01,10601,64000000,高雄市,2779332,1378847,1400485,343067,2060163,376102,178025,165042,1026618,1033545,174204,201898
2017-01,10601,65000000,新北市,3979963,1952427,2027536,506608,3003866,469489,263665,242943,1472605,1531261,216157,253332
2017-01,10601,66000000,臺中市,2769005,1367013,1401992,408902,2056108,303995,212430,196472,1013940,1042168,140643,163352
2017-01,10601,67000000,臺南市,1886075,942956,943119,236198,1388673,261204,122915,113283,700296,688377,119745,141459
2017-01,10601,68000000,桃園市,2150685,1072883,1077802,329208,1600233,221244,171631,157577,797151,803082,104101,117143
2017-02,10602,00000000,全國,23544189,11718795,11825394,3133699,17271093,3139397,1631586,1502113,8640274,8630819,1446935,1692462
2017-02,10602,09007000,連江縣,12650,7209,5441,1586,9759,1305,838,748,5679,4080,692,613
2017-02,10602,09020000,金門縣,135235,67599,67636,13604,105720,15911,7111,6493,52881,52839,7607,8304
2017-02,10602,10002000,宜蘭縣,457323,231595,225728,56675,332342,68306,29548,27127,170270,162072,31777,36529
2017-02,10602,10004000,新竹縣,548090,280355,267735,91591,391847,64652,47791,43800,201494,190353,31070,33582
2017-02,10602,10005000,苗栗縣,558373,288052,270321,75599,399378,83396,39654,35945,208723,190655,39675,43721
2017-02,10602,10007000,彰化縣,1286346,656228,630118,174501,927482,184363,91440,83061,479977,447505,84811,99552
2017-02,10602,10008000,南投縣,504561,258629,245932,57904,365892,80765,30022,27882,190877,175015,37730,43035
2017-02,10602,10009000,雲林縣,693987,360422,333565,84063,490667,119257,43918,40145,262271,228396,54233,65024
2017-02,10602,10010000,嘉義縣,514717,267801,246916,52430,369487,92800,27447,24983,197979,171508,42375,50425
2017-02,10602,10013000,屏東縣,834807,427143,407664,93233,613494,128080,48784,44449,317965,295529,60394,67686
2017-02,10602,10014000,臺東縣,220632,114070,106562,27190,160099,33343,14254,12936,84487,75612,15329,18014
2017-02,10602,10015000,花蓮縣,330691,168186,162505,41047,240593,49051,21475,19572,123927,116666,22784,26267
2017-02,10602,10016000,澎湖縣,103281,53172,50109,11468,76135,15678,6000,5468,39926,36209,7246,8432
2017-02,10602,10017000,基隆市,372049,186434,185615,40408,279122,52519,21040,19368,141458,137664,23936,28583
2017-02,10602,10018000,新竹市,438018,216490,221528,76287,313010,48721,39768,36519,154898,158112,21824,26897
2017-02,10602,10020000,嘉義市,269828,131353,138475,38471,194687,36670,20100,18371,95037,99650,16216,20454
2017-02,10602,63000000,臺北市,2694195,1288568,1405627,374302,1896670,423223,194245,180057,903791,992879,190532,232691
2017-02,10602,64000000,高雄市,2779052,1378572,1400480,342810,2058309,377933,177911,164899,1025678,1032631,174983,202950
2017-02,10602,65000000,新北市,3980317,1952369,2027948,506095,3001385,472837,263317,242778,1471531,1529854,217521,255316
2017-02,10602,66000000,臺中市,2770356,1367504,1402852,408889,2055804,305663,212367,196522,1013768,1042036,141369,164294
2017-02,10602,67000000,臺南市,1886160,942924,943236,236151,1387833,262176,122861,113290,699900,687933,120163,142013
2017-02,10602,68000000,桃園市,2153521,1074120,1079401,329395,1601378,222748,171695,157700,797757,803621,104668,118080
2017-03,10603,00000000,全國,23545680,11718068,11827612,3131799,17261904,3151977,1630576,1501223,8635474,8626430,1452018,1699959
2017-03,10603,09007000,連江縣,12678,7225,5453,1584,9782,1312,840,744,5691,4091,694,618
2017-03,10603,09020000,金門縣,135342,67643,67699,13533,105843,15966,7073,6460,52933,52910,7637,8329
2017-03,10603,10002000,宜蘭縣,457205,231495,225710,56606,332020,68579,29525,27081,170075,161945,31895,36684
2017-03,10603,10004000,新竹縣,548418,280483,267935,91618,391953,64847,47827,43791,201501,190452,31155,33692
2017-03,10603,10005000,苗栗縣,557741,287715,270026,75230,399037,83474,39466,35764,208553,190484,39696,43778
2017-03,10603,10007000,彰化縣,1285885,655930,629955,174220,926852,184813,91293,82927,479614,447238,85023,99790
2017-03,10603,10008000,南投縣,504098,258365,245733,57688,365462,80948,29912,27776,190644,174818,37809,43139
2017-03,10603,10009000,雲林縣,693525,360118,333407,83818,490296,119411,43811,40007,262010,228286,54297,65114
2017-03,10603,10010000,嘉義縣,514134,267511,246623,52090,369123,92921,27261,24829,197787,171336,42463,50458
2017-03,10603,10013000,屏東縣,834191,426839,407352,93113,612732,128346,48733,44380,317610,295122,60496,67850
2017-03,10603,10014000,臺東縣,220465,113979,106486,27131,159901,33433,14227,12904,84410,75491,15342,18091
2017-03,10603,10015000,花蓮縣,330484,168045,162439,40973,240336,49175,21450,19523,123761,116575,22834,26341
2017-03,10603,10016000,澎湖縣,103343,53217,50126,11443,76174,15726,5993,5450,39957,36217,7267,8459
2017-03,10603,10017000,基隆市,371973,186382,185591,40412,278791,52770,20998,19414,141337,137454,24047,28723
2017-03,10603,10018000,新竹市,438322,216616,221706,76325,313072,48925,39777,36548,154937,158135,21902,27023
2017-03,10603,10020000,嘉義市,269938,131390,138548,38485,194631,36822,20102,18383,95022,99609,16266,20556
2017-03,10603,63000000,臺北市,2693313,1287959,1405354,374242,1894333,424738,194198,180044,902660,991673,191101,233637
2017-03,10603,64000000,高雄市,2778726,1378142,1400584,342445,2056730,379551,177743,164702,1024809,1031921,175590,203961
2017-03,10603,65000000,新北市,3980414,1952161,2028253,505473,2998937,476004,262921,242552,1470421,1528516,218819,257185
2017-03,10603,66000000,臺中市,2772118,1368268,1403850,409324,2055729,307065,212660,196664,1013669,1042060,141939,165126
2017-03,10603,67000000,臺南市,1886368,942871,943497,236133,1387267,262968,122821,113312,699546,687721,120504,142464
2017-03,10603,68000000,桃園市,2156999,1075714,1081285,329913,1602903,224183,171945,157968,798527,804376,105242,118941
2017-04,10604,00000000,全國,23547448,11717633,11829815,3126752,17256076,3164620,1627703,1499049,8632447,8623629,1457483,1707137
2017-04,10604,09007000,連江縣,12687,7234,5453,1574,9801,1312,837,737,5702,4099,695,617
2017-04,10604,09020000,金門縣,135440,67674,67766,13459,105929,16052,7031,6428,52960,52969,7683,8369
2017-04,10604,10002000,宜蘭縣,457093,231436,225657,56472,331774,68847,29459,27013,169977,161797,32000,36847
2017-04,10604,10004000,新竹縣,548660,280557,268103,91508,392127,65025,47757,43751,201590,190537,31210,33815
2017-04,10604,10005000,苗栗縣,557225,287459,269766,74881,398708,83636,39283,35598,208411,190297,39765,43871
2017-04,10604,10007000,彰化縣,1285450,655657,629793,173727,926411,185312,91015,82712,479389,447022,85253,100059
2017-04,10604,10008000,南投縣,503862,258271,245591,57505,365107,81250,29849,27656,190452,174655,37970,43280
2017-04,10604,10009000,雲林縣,693209,359927,333282,83624,489970,119615,43700,39924,261821,228149,54406,65209
2017-04,10604,10010000,嘉義縣,513772,267350,246422,51826,368826,93120,27142,24684,197619,171207,42589,50531
2017-04,10604,10013000,屏東縣,833602,426564,407038,92892,612116,128594,48616,44276,317325,294791,60623,67971
2017-04,10604,10014000,臺東縣,220244,113874,106370,27025,159710,33509,14190,12835,84314,75396,15370,18139
2017-04,10604,10015000,花蓮縣,330343,167947,162396,40854,240148,49341,21385,19469,123661,116487,22901,26440
2017-04,10604,10016000,澎湖縣,103385,53264,50121,11373,76239,15773,5960,5413,40008,36231,7296,8477
2017-04,10604,10017000,基隆市,372086,186370,185716,40444,278604,53038,20988,19456,141216,137388,24166,28872
2017-04,10604,10018000,新竹市,438524,216669,221855,76276,313134,49114,39735,36541,154968,158166,21966,27148
2017-04,10604,10020000,嘉義市,269949,131368,138581,38457,194556,36936,20068,18389,94975,99581,16325,20611
2017-04,10604,63000000,臺北市,2692118,1287277,1404841,373403,1892417,426298,193787,179616,901736,990681,191754,234544
2017-04,10604,64000000,高雄市,2778734,1377883,1400851,341760,2055798,381176,177331,164429,1024330,1031468,176222,204954
2017-04,10604,65000000,新北市,3980867,1952123,2028744,504711,2997426,478730,262400,242311,1469716,1527710,220007,258723
2017-04,10604,66000000,臺中市,2773527,1368815,1404712,409002,2055993,308532,212518,196484,1013775,1042218,142522,166010
2017-04,10604,67000000,臺南市,1886636,942889,943747,235993,1386793,263850,122707,113286,699269,687524,120913,142937
2017-04,10604,68000000,桃園市,2160035,1077025,1083010,329986,1604489,225560,171945,158041,799233,805256,105847,119713
2017-05,10605,00000000,全國,23550077,11717683,11832394,3122606,17251308,3176163,1625481,1497125,8629848,8621460,1462354,1713809
2017-05,10605,09007000,連江縣,12696,7237,5459,1577,9802,1317,839,738,5697,4105,701,616
2017-05,10605,09020000,金門縣,135535,67706,67829,13397,105971,16167,6986,6411,52990,52981,7730,8437
2017-05,10605,10002000,宜蘭縣,457133,231363,225770,56413,331743,68977,29400,27013,169931,161812,32032,36945
2017-05,10605,10004000,新竹縣,549118,280780,268338,91487,392459,65172,47714,43773,201793,190666,31273,33899
2017-05,10605,10005000,苗栗縣,556638,287162,269476,74474,398257,83907,39074,35400,208180,190077,39908,43999
2017-05,10605,10007000,彰化縣,1284785,655305,629480,173200,925879,185706,90756,82444,479110,446769,85439,100267
2017-05,10605,10008000,南投縣,503575,258110,245465,57380,364736,81459,29787,27593,190235,174501,38088,43371
2017-05,10605,10009000,雲林縣,692818,359686,333132,83341,489724,119753,43560,39781,261661,228063,54465,65288
2017-05,10605,10010000,嘉義縣,513393,267174,246219,51630,368511,93252,27032,24598,197468,171043,42674,50578
2017-05,10605,10013000,屏東縣,832994,426261,406733,92692,611432,128870,48511,44181,316992,294440,60758,68112
2017-05,10605,10014000,臺東縣,220191,113818,106373,26939,159679,33573,14140,12799,84301,75378,15377,18196
2017-05,10605,10015000,花蓮縣,330139,167816,162323,40773,239919,49447,21326,19447,123569,116350,22921,26526
2017-05,10605,10016000,澎湖縣,103434,53291,50143,11362,76261,15811,5958,5404,40017,36244,7316,8495
2017-05,10605,10017000,基隆市,371981,186309,185672,40348,278262,53371,20928,19420,141072,137190,24309,29062
2017-05,10605,10018000,新竹市,438863,216853,222010,76309,313287,49267,39730,36579,155083,158204,22040,27227
2017-05,10605,10020000,嘉義市,269793,131279,138514,38305,194434,37054,19989,18316,94906,99528,16384,20670
2017-05,10605,63000000,臺北市,2690813,1286421,1404392,372651,1890457,427705,193386,179265,900783,989674,192252,235453
2017-05,10605,64000000,高雄市,2778415,1377619,1400796,341189,2054678,382548,177110,164079,1023760,1030918,176749,205799
2017-05,10605,65000000,新北市,3982268,1952622,2029646,504307,2996495,481466,262170,242137,1469338,1527157,221114,260352
2017-05,10605,66000000,臺中市,2775294,1369447,1405847,408910,2056575,309809,212438,196472,1013860,1042715,143149,166660
2017-05,10605,67000000,臺南市,1886473,942732,943741,235732,1386138,264603,122566,113166,698921,687217,121245,143358
2017-05,10605,68000000,桃園市,2163728,1078692,1085036,330190,1606609,226929,172081,158109,800181,806428,106430,120499
2017-06,10606,00000000,全國,23552470,11717632,11834838,3119182,17249089,3184199,1623587,1495595,8628354,8620735,1465691,1718508
2017-06,10606,09007000,連江縣,12716,7244,5472,1586,9806,1324,840,746,5702,4104,702,622
2017-06,10606,09020000,金門縣,135563,67720,67843,13439,105893,16231,7002,6437,52955,52938,7763,8468
2017-06,10606,10002000,宜蘭縣,457106,231387,225719,56376,331717,69013,29408,26968,169919,161798,32060,36953
2017-06,10606,10004000,新竹縣,549580,280952,268628,91532,392743,65305,47682,43850,201928,190815,31342,33963
2017-06,10606,10005000,苗栗縣,556324,287015,269309,74195,398095,84034,38907,35288,208165,189930,39943,44091
