日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20251110,3677.1,3299.8,377.3,11.43,375.828,340.826,0,0,0,0,0,0,75.7,0,75.9,0,28.7,0,51.4,0,52.8,52.5,0,51.4,52.7,0,0,0,0,76,75.8,36.7,56.5,51.9,0,0,90.9,529.6,306.8,177.8,105.5,54.6,45.6,47.5,63.5,50.2,50.8,119.1,152.5,70.9,0,10.7,13,23.2,14,13.5,9.4,4,8,3.6,20.4,54.7,0,0,3.5,2.8,0,26.8,158.7,217.7
20251111,3995.7,3239.8,755.9,23.33,375.925,340.915,0,0,0,0,0,0,75.6,0,75.8,0,28.2,29.4,24.9,0,26,25,0,25.2,25.8,0,0,0,0,75.8,74.9,58.7,58.6,37.7,0,0,97.5,572.2,305.9,159.4,105.3,54.4,42.2,43.6,63.6,46.6,50.6,110.4,148,28.2,0,10,3.3,3,6,6.4,5.1,2,8.5,3.9,15.8,19.4,0,0,5.1,0,0,25.4,173.1,326.1
20251112,3719.8,3026,693.8,22.93,358.99,325.557,0,0,0,0,0,0,75.5,0,75.7,0,27.5,27.5,26.7,0,26.7,26.7,0,26.6,28.4,0,0,0,0,76,74.9,57.4,56.5,34.2,0,0,84.6,579.8,303.9,166.1,90.1,40,41.5,47,0.2,50.4,51.9,119.2,150.6,29.4,0,9.7,0,4,1.1,1.7,1,0,8.5,3.9,9.9,24.5,0,0,9.8,0,0,21.2,220.5,206.5
20251113,4147.2,3234.7,912.5,28.21,372.029,337.382,0,0,0,0,0,0,75.7,0,76.2,0,0,0,0,0,23.3,23.7,0,24.5,25.4,0,0,0,0,76,75.9,59.2,58.9,32.9,0,0,97.5,567.8,299.8,173.3,102.7,35.1,42.3,0,63.6,50.3,50.9,119.2,125.3,28.2,0,9.6,0,2.1,1.2,1.7,1.2,0.4,6.1,2.8,32.4,24.3,0,0,3,0,0,25.6,299.8,415.1
20251114,4021,3206.5,814.5,25.4,370.279,335.795,0,0,0,0,0,0,75.7,0,75.8,0,0,0,0,0,23.3,23.6,0,22.5,24.9,0,0,0,0,75.8,75.7,58.4,59.2,32.8,0,0,156.6,492.4,308.1,159.6,97,54.7,40.3,0,28,1.9,0,67.3,146.1,14,0,9.8,3.7,4.1,1.2,1.7,1.1,0.6,6.1,2.8,29.8,0,0,0,2,0,0,29.3,299,542.5
20251115,3311.5,2899,412.5,14.23,347.99,315.581,0,0,0,0,0,0,75.7,0,75.8,0,0,0,0,0,23.3,23.7,0,23.7,24.5,0,0,0,0,75.7,73.9,60,60.3,32.8,0,0,90.4,567.6,274.1,167.6,113.6,29.5,45.9,46.8,63.6,0,52.1,68.9,96.9,14,0,10.6,3.3,4.7,2.2,2.4,1.6,4,4,1.3,46.4,49,0,0,2,4,0,32.2,282.7,7.9
20251116,3142.6,2870.7,271.9,9.48,337.378,305.958,0,0,0,0,0,0,75.6,0,75.9,0,0,0,0,0,39.6,40,0,38.3,42.1,0,0,0,0,75.9,0,57.4,57.3,52,0,0,88.6,547.5,279.6,177.4,115,54.6,0,47.6,0,51.2,52.2,103.9,96.9,14,0,10.7,4.3,4.1,1.9,2.4,1.6,4,7.5,2.1,44,78.2,0,0,6.2,4.1,0,32.8,268.6,0
20251117,3965.1,3262.2,702.9,21.55,370.068,335.602,0,0,0,0,0,0,75.7,0,76,0,0,0,32.2,0,23.5,23.9,0,23.8,53.4,0,0,0,0,76,0,58.8,58.9,33,0,0,105.1,564.5,267.6,162.9,101.3,30.5,41.9,44.4,63.7,46.1,45.8,110.8,75.3,14.1,0,9.5,3.2,2,1.9,2.4,1.7,0,1.2,0,17.9,12.6,0,0,0,0,0,28,303.5,452.7
20251118,3834,3136.7,697.3,22.23,364.625,330.666,0,0,0,0,0,0,75.8,0,76.3,0,0,0,23.6,0,23.3,23.7,0,6.5,31.5,0,0,0,0,76,24.1,57.4,56.5,33,0,0,85.6,574.4,271.2,180.5,105,29.5,44.4,47.9,63.6,0,49,12,103.9,14,0,9.5,3.4,3.4,1.8,2.4,1.5,0,1.8,0.6,20.5,16.1,0,0,1.1,0,0,33.3,257.5,510.3
20251119,3554.5,3012.5,542,17.99,356.314,323.13,0,0,0,0,0,0,75.6,0,76.3,0,0,0,23.4,0,23.3,23.7,0,0,52.6,0,0,0,0,68.5,75.8,60,60.3,32.9,0,0,99.2,509.8,277.3,170,112.7,29.6,40.8,45.8,63.6,45.1,53.7,116.5,99.9,14,0,9.9,4.2,3.7,1.9,2.1,1.5,4,1.9,0.2,30,47.6,0,0,2.1,4,0,34.2,297.1,67.9
20251120,3905.1,3048.3,856.8,28.11,356.868,323.632,0,0,0,0,0,0,75.8,0,76.3,0,0,0,23.1,0,23.2,23.7,0,0,33.3,0,0,0,0,75.8,75.6,50.8,56.4,32.9,0,0,84.4,522.5,272.1,155,105.5,29.4,23.3,42.6,0,0,46.4,0,98.9,14,0,9.8,0,2,1.7,2.1,1.5,0,4.2,1.4,5.7,19.3,0,0,0,0,0,25.5,287.1,562.9
20251121,3891.6,3063.2,828.4,27.05,358.961,325.53,0,0,0,0,0,0,75.8,0,76.3,0,0,0,22.7,0,23.8,23.6,0,0,36.2,0,0,0,0,76,75.8,50.7,56.4,32.9,0,0,90.9,469.1,277.3,159,101.5,29.5,40.8,42.9,0,0,49.6,68.9,100.1,14,0,9.7,0,0,1.3,1.8,1.3,0,3.1,1,0.1,0,0,0,0.7,0,0,28.6,291.1,570
20251122,3211.1,2812,399.1,14.19,338.274,306.77,0,0,0,0,0,0,75.8,0,76.5,0,0,0,23.2,0,24,23.6,0,0,25.2,0,0,0,0,75.9,75.8,59.9,60.2,32.9,0,0,65.8,464.1,270.4,170.5,84.9,29.5,43.7,47.2,63.6,50.2,52.7,113.5,101.3,14,0,10,3.3,5.9,1.4,1.8,1.2,2,3.2,1.1,49.6,73.5,0,0,3,4.1,0,33.7,284.9,6
20251123,3090.6,2796.1,294.5,10.53,329.066,298.42,0,0,0,0,0,0,75.7,0,76,0,0,0,39.8,0,40.1,41.1,0,0,42,0,0,0,0,76,75.8,55.4,56.5,52.1,0,0,62.6,496.6,313.3,160.2,85,54.6,0,48,0,51.6,52.6,48.5,101.9,33.7,0,10.8,3.2,4.9,1.3,1.8,1.1,4,3.2,1,33.4,64.9,0,0,4,4,0,26.9,281.1,0
20251124,3597.4,3158.2,439.2,13.91,361.353,327.699,0,0,0,0,0,0,75.7,0,76.5,0,0,0,32.5,0,33.8,33.5,0,23.1,34.8,0,0,0,0,76,75.8,59.9,60.3,42.7,0,0,103.9,476.6,303.8,174.5,82.8,44.1,43.1,45.8,63.6,47.5,46.7,68.9,149.7,27.8,0,9.9,1.8,2.8,1.3,1.8,1.2,0,3.1,1,23.1,25.8,0,0,0.4,2,0,23.7,243.4,312.2
20251125,4130.8,3040.9,1089.9,35.84,357.442,324.152,0,0,0,0,0,0,75.6,0,76.4,0,0,0,23.6,0,23.5,23.6,0,24,23.8,0,0,0,0,76,75.8,51.7,56.5,32.6,0,0,87,425.6,295.7,146.6,77.8,29.6,40.7,0,0,0,45.5,0,93.4,28.2,0,9.8,3.6,3,1.3,1.8,1.2,0,1.3,0.3,14,0,0,0,0,0,0,19.6,309.8,701.7
20251126,3640,3037.6,602.4,19.83,356.148,322.979,0,0,0,0,0,0,75.7,0,76.2,0,0,0,22.6,0,23.8,23.6,0,24,0,0,0,0,0,76,75.8,60,60.3,32.9,0,0,102.1,508.9,300.6,149.9,55.9,42.3,29.8,43.7,63.6,45.9,47.5,108.7,134,28.1,0,9.9,0,2.1,1.3,1.8,1,2,1.4,0.5,15.7,30.8,0,0,1.1,0.9,0,23.2,290.7,273.2
20251127,3653.1,3046.6,606.5,19.91,356.678,323.459,0,0,0,0,0,0,75.7,0,76.3,0,0,0,22.6,0,23.8,23.6,0,23.2,0,0,0,0,0,76,75.8,50.8,56.5,32.9,0,0,76.8,459.7,300.4,162.9,60.1,29.5,41.8,44.2,63.6,45.3,47,69,177.7,28,0,9.7,3.3,2,1.3,1.8,1,0,1.3,0.2,9.5,13.7,0,0,0,0,0,15.1,307.7,370.8
20251128,3759.9,3019.6,740.3,24.52,352.324,319.512,0,0,0,0,0,0,75.6,0,76.3,0,0,0,22.6,0,23.5,23.6,0,23.5,0,0,0,0,0,76,75.9,50.8,56.5,33.1,0,0,92.6,452.3,300.5,167,56.4,33.2,44.9,47,62.3,0,26.2,67.2,154.5,28.2,0,8.8,0,2.5,1.4,1.8,1.2,0,2.5,0.8,24.5,37.9,0,0,0,0,0,17,292.8,359.2
20251129,3215.9,2821.4,394.5,13.98,336.108,304.805,0,0,0,0,0,0,75.7,0,76.3,0,0,0,36.6,0,37.7,37.2,0,37,0,0,0,0,0,65.3,66.1,60,60.3,32.9,0,0,76.9,566.6,300.3,178.3,59.7,29.5,44.5,47.9,63.6,49.2,0,47.2,191.6,28,0,10.8,3.3,5.5,1.3,1.8,1.1,4,1.3,0.3,70.4,49.1,0,0,3,4,0,17.6,179.9,5
20251130,3119.1,2773.9,345.2,12.44,326.336,295.943,0,0,0,0,0,0,75.6,0,76.1,0,0,0,38.3,0,38.2,38.1,0,37.6,0,0,0,0,0,21.1,75.3,56.1,56.5,42.1,0,0,123.4,538.8,311.4,181.7,60.6,54.6,0,48.5,45.9,52.1,29.5,119.3,177.8,28,0,11.6,7.7,14.5,7.8,7,5.2,4,7.7,1.9,38.4,75.5,0,0,4,4,0,17.4,55.4,0
20251201,3940.9,3139.4,801.5,25.53,303.873,255.578,0,0,0,0,0,0,75.5,0,76.3,0,23.3,0,22.6,0,23.9,23.6,0,23.9,0,0,0,0,0,74.7,75.6,57.4,56.5,32.9,0,0,93.6,447.1,298.2,153.6,58.3,29.6,41.1,42.2,63.6,42,44.7,102,177.2,27.7,0,9.9,0,1.1,1.7,1.9,1.2,0,1.4,0.3,0,0,0,0,0,0,0,10.1,184.7,667.9
20251202,4182.1,3168.9,1013.2,31.97,309.648,260.434,0,0,0,0,0,0,75.6,0,76.2,0,28.1,0,28,0,28.4,28.1,0,28.7,0,0,0,0,0,74.8,75.8,56.4,56.4,32.9,0,0,92.8,439.5,297.5,139.4,60.9,29.5,40.4,0,56.5,0,40.3,0,92.1,27.7,0,9,0,2,2.1,2.8,1.9,0,1.3,0.3,0.1,12.4,0,0,0,0,0,9,304.8,753.7
20251203,3737,3049,688,22.56,302.65,254.549,0,0,0,0,0,0,75.6,0,76,0,33.1,8,33.3,0,33.7,33.3,0,33.1,0,0,0,0,0,17,75.8,56.3,56.4,32.8,0,0,95.9,450,302.4,157.7,94.9,29.7,45.4,48.7,63.6,51,52.4,0,200.6,14,0,9.4,3,2,2.5,3.2,1.7,0,1.1,0.2,12,8.1,0,0,0,0,0,8.7,320.5,476.5
20251204,3980.1,3007.7,972.4,32.33,300.709,252.916,0,0,0,0,0,0,75.5,0,75.9,0,37.3,38.5,37.6,0,23.8,38.1,0,38.3,0,0,0,0,0,74.8,75.8,58.6,58.9,32.9,0,0,103.3,504.2,300.8,151.4,85.1,29.4,35.5,41.7,63.6,40.3,40.3,55.2,120,13.9,0,10.4,0,3,2.2,2.8,1.8,0,0.6,0.2,0,0,0,0,0,0,0,8.7,296.1,477.6
20251205,4008,3014,994,32.98,301.139,253.279,0,0,0,0,0,0,75.6,0,75.9,0,33,36.1,35.5,0,0,36,26.3,36.9,0,0,0,0,0,74.8,75.9,57,57.1,32.9,0,0,98.4,496.6,300.8,148,102.4,29.4,20.1,0,63.6,0.1,26.2,67.2,105.4,14,0,9.8,1,0.7,0.7,1.5,0.7,0,1.3,0.1,0.6,0,0,0,0.9,0,0,8.4,315.2,603.6
20251206,3202.1,2788.4,413.7,14.84,283.545,238.48,0,0,0,0,0,0,75.6,0,76,0,23.2,41.2,40.3,0,0,40.4,24.2,40.4,0,0,0,0,0,74.7,75.7,59.9,60.2,45.6,0,0,74.9,528.5,299.8,159.8,104.5,34.6,0,44.2,63.6,44.5,53.3,50.3,107.8,13.9,0,9.7,3.3,2.5,0.7,1.5,0.6,4,1.4,0.3,44.3,54.9,0,0,3,3.9,0,23.5,291.5,5
20251207,3047.6,2752,295.6,10.74,275.168,231.435,0,0,0,0,0,0,75.6,0,76.2,0,51.9,49.7,51.1,0,0,52.9,24.2,51.8,0,0,0,0,0,74.8,75.8,56.2,56.5,52.1,0,0,72.6,535.6,318.5,179.4,115.2,54.3,0,46.2,63.1,46.3,45.3,0,107.2,27.9,0,10.3,3.2,2.6,0.8,1.5,0.7,0.1,5.1,1.8,15.6,66.3,0,0,3,4,0,15.3,175.6,0
20251208,4065.4,3025.3,1040.1,34.38,297.17,249.94,0,0,0,0,0,0,75.6,0,76.1,0,35.9,38.7,37.9,0,0,38.6,24.2,40.4,0,0,0,0,0,74.8,75.9,0,60.3,40.6,0,0,106.6,530.2,298.9,159.1,102.5,31.9,0,34,63.6,44.5,0.8,82.4,150,27.9,0,9.7,0,1,0.8,1.5,0.6,0,1.2,0.3,14.9,38.8,0,0,0,1.8,0,11.1,321,312.4
20251209,3502.6,3061.6,441,14.4,304.733,256.301,0,0,0,0,0,0,75.6,0,76.1,0,46,39,46,0,0,47.7,24.2,48.4,0,0,0,0,0,74.6,75.6,0,60.2,37.1,0,0,103.8,530.2,302.8,160.3,108.3,37.6,0,3.7,63.6,36,51.5,119.2,139.2,28.1,0,9.5,3.2,3.8,0.5,1.1,0.6,0,0.7,0,26.9,48,0,0,1,0.9,0,11,307.1,274.4
20251210,4004.7,3119.1,885.6,28.39,307.755,258.842,0,0,0,0,0,0,75.5,0,76.3,0,46.6,38.9,47.1,0,0,51.8,24.2,50.6,45.4,0,0,0,0,74.8,75.8,0,60.2,48.9,0,0,104.5,530,308,184.1,115.4,53.5,44.5,3.9,63.6,51.5,52.4,118.5,150.8,28,0,9.9,4.1,6.1,0.6,1.2,0.7,0,1,0.1,33.2,58,0,0,0,0,0,8.7,107,318.7
20251211,4029.3,3073,956.3,31.12,305.483,256.931,0,0,0,0,0,0,75.6,0,76.3,0,29.4,38.4,30.4,0,0,31.3,24.2,35.8,0,0,0,0,0,74.9,75.8,0,60.2,34.9,0,0,107,458.2,301.4,161.7,106.6,32.5,40.5,42.4,63.6,46.5,47.2,112,165.6,28,0,9.9,0,0,1.7,2.4,1.5,0,1.1,0.2,16.9,29.1,0,0,0,0,0,8,315.6,337
20251212,3966.6,3047.1,919.5,30.18,302.873,254.736,0,0,0,0,0,0,75.6,0,75.9,22.9,23.3,24.3,23.1,0,0,23.6,24.2,24.1,0,0,0,0,0,74.8,75.8,53.6,56.5,34.8,0,0,90.7,391.6,299.2,142.6,99,29.4,39.5,0,63.5,40.4,40.3,42.3,93.6,28,0,9.5,3.2,3,2.3,3,1.8,0,0.9,0,0.1,14.1,0,0,0,0,0,7.6,309.6,681.3
20251213,3260.7,2810.8,449.9,16.01,286.06,240.595,0,0,0,0,0,0,75.6,0,75.6,37,37,33,36.9,0,0,37.7,23.9,38,0,0,0,0,0,74.6,75.6,46.1,60.3,34.6,0,0,69.6,423.1,305.4,169,113.3,29.5,39.5,48.7,63.6,52.3,26.6,111.3,103.1,28,0,10.5,3.2,4,2.3,2.9,1.9,3.9,1,0.1,31.6,30.6,0,0,0,4,0,23.5,319,9.2
20251214,3128.7,2693.3,435.4,16.17,267.884,225.309,0,0,0,0,0,0,75.7,0,75.8,51.3,51.8,47.9,51.3,0,0,52.6,23.9,51.6,0,0,0,0,0,74.7,75.8,53.5,57.4,37.5,0,0,71.7,410,309.6,157.8,99.2,29.6,0,38.9,0,40.3,45.4,42.5,119.2,28.3,0,10.8,3.2,4.2,0.9,1.7,0.9,3.9,0.9,0.1,29.9,47.9,0,0,2,3.8,0,24.2,307.7,0
20251215,3405.2,2981.3,423.9,14.22,293.662,246.989,0,0,0,0,0,0,75.6,0,75.5,45.2,45.6,46.9,45.9,0,0,46.8,23.9,46.8,0,0,0,0,0,74.8,75.8,60.1,60.3,44.9,0,0,106.8,425.7,303.8,183.2,114.5,54.4,23.3,48,64.2,51.6,53.8,119.3,202.6,49.3,0,9.9,3.3,4,1.1,1.8,0.8,0,0,0.2,45.3,74.4,0,0,0,2.4,0,9.7,91.9,116.3
20251216,3848.9,3041.8,807.1,26.53,302.687,254.581,0,0,0,0,0,0,75.6,0,75.8,35,35.3,36.5,36.2,0,0,36.2,23.9,37.6,0,0,0,0,0,74.9,75.8,60.1,60.3,42.1,0,0,116.6,427.2,304.1,176,113.9,48.3,43.8,46.2,63.5,47.9,53.7,118.7,156.1,33.5,0,9.8,3.3,3.1,0.9,1.8,0.9,0,0,0.2,26.1,57.2,0,0,0.4,2.8,0,18.5,115.5,297.2
20251217,3841.2,3054.3,786.9,25.76,304.037,255.716,0,0,0,0,0,0,75.5,0,76,29.8,30.4,31.6,31.3,0,0,31.3,23.7,31,0,0,0,0,0,75,75.8,60.1,60.3,42.4,0,0,117.6,407.7,300.9,159.2,100.5,31.1,40.4,1.9,63.6,45.7,45.3,115.2,163.3,27.8,0,9.3,2,2,1,1.8,0.8,0,0,0.2,14.9,24.6,0,0,0,0.9,0,12.4,318.8,338.2
20251218,4038.5,3066.2,972.4,31.71,304.055,255.73,0,0,0,0,0,0,75.5,0,75.9,23,24,25.1,24.4,0,0,24.4,24.1,23.5,0,0,0,0,0,74.8,75.8,57.4,56.5,34.9,0,0,99.1,400.9,300.4,153.8,92.2,29.6,40.7,42.8,63.6,0,45.6,103.2,157.5,28.2,0,9.6,0,0,0.9,1.7,0.9,0,0,0.3,0,0,0,0,0,0,0,9,309.3,566.5
20251219,3554.2,3070.4,483.8,15.76,306.774,258.017,0,0,0,0,0,0,75.5,0,75.6,39.7,40.2,41,40.1,0,0,41.1,24.5,40.5,0,0,0,0,0,74.7,75.7,57.3,53.7,51.9,0,0,94.8,425,303.7,183.6,115.1,54.5,46.3,45.6,63.6,46.9,47.3,119.2,187.1,79.7,8,9.8,0,2.2,1.2,1.8,0.8,0,0,0.3,15.2,0,0,0,0,0,0,8.9,124.8,302.7
20251220,3164.6,2857.4,307.2,10.75,289.901,243.826,0,0,0,0,0,0,75.5,0,75.7,34.1,34.4,36.9,0,5.7,0,35.8,18.8,36.7,0,0,0,0,0,74.6,75.5,57.3,57.2,51.9,0,0,73.7,424.6,304.3,178.1,23.6,54.6,44.3,47.8,63.6,49.5,48.9,119.2,202,82.5,0,10.6,7.6,12.8,2.6,3.3,2.1,0,0,0.3,59,75.7,0,0,2.5,4,0,20.5,138.6,11.6
20251221,3166,2702.8,463.2,17.14,271.852,228.646,0,0,0,0,0,0,75.6,0,76,24.7,25.3,26.5,0,23.7,0,26.5,0,26.6,0,0,0,0,0,74.8,75.7,57.3,57.5,52,0,0,73.1,412.7,300.3,177.5,96,54.6,0,42.7,0,44.1,26.5,111.1,174.3,28.1,0,9.6,4.5,6.3,2.5,3.3,1.9,0,0,0.3,29.2,61.8,0,0,3,4,0,21.9,302.8,0
20251222,3820.2,2982,838.2,28.11,293.877,247.17,0,0,0,0,0,0,75.6,0,76.2,22.7,23.3,24.3,0,23.5,0,23.6,0,23,0,0,0,0,0,75,75.8,58.3,58.4,51.6,0,0,121.5,424.6,301.7,168.9,113.6,50.8,43.2,0,63.6,0,0.1,116.9,67,30.4,0,10.4,4.7,6.5,2.4,3.3,2.1,0,0,0.2,15.6,26.6,0,0,0,0,0,9.3,309.2,397.5
20251223,3488.2,3060.3,427.9,13.98,303.427,255.202,0,0,0,0,0,0,75.6,0,75.5,37.3,37.8,39.3,0,39.6,0,34.8,0,38.7,34,0,0,0,0,75.1,75.8,59.2,60.2,52,0,0,116.8,423.8,302.7,168.6,112.4,49.4,41.2,43.4,63.6,44.9,45.4,116.1,154.2,27.9,0,8.4,0.6,1.3,1.1,1.8,0.9,0,0,0.3,15.5,25.4,0,0,0,0.9,0,14.3,183.9,310.1
20251224,3589.5,3079.7,509.8,16.55,304.476,256.085,0,0,0,0,0,0,75.6,0,75.4,32.8,33,33.2,0,33.3,0,33,0,35.9,34,0,0,0,0,75,75.8,59.7,60.2,51.9,0,0,118.2,380.7,302.8,173.5,94.6,54.6,44.8,47.6,63.6,51.5,53,119.1,144.9,44.4,0,10.1,0,0,0.9,1.8,0.8,0,0,0.2,13.5,30.8,0,0,0,3.4,0,12.6,189.4,305.3
20251225,3305.5,2818.9,486.6,17.26,285.136,239.818,0,0,0,0,0,0,75.6,0,75.6,22.7,22.8,24.2,0,23.5,0,23.6,0,23.7,24.1,0,0,0,0,74.9,75.8,59.9,60.4,51.9,0,0,86.3,414.3,308.5,137.8,103.5,52.2,45.9,49.9,63.6,53.4,55.4,119.2,98.1,28.2,0,10.5,6.4,7.1,0.9,1.8,0.8,0,0,0.3,29.6,64.2,0,0,3,4,0,18.9,311.1,0
20251226,3380.3,2876.9,503.4,17.5,289.831,243.768,0,0,0,0,0,0,75.6,0,75.9,41.9,42.2,42.9,0,43.5,0,43.2,0,43.4,42.8,0,0,0,0,74.8,75.8,59.9,60.3,42.7,0,0,129.3,419.3,309.7,168.4,113.7,29.6,44,41.4,0,46.9,45.4,112,100.4,27.9,0,10.6,4.5,6.7,1,1.6,0.8,0,0,0.2,74.6,52.5,0,0,3,2,0,17.7,273,11.1
20251227,3262.2,2750.7,511.5,18.6,279.464,235.049,0,0,0,0,0,0,75.5,0,75.7,27.6,27.6,27.9,0,28.5,0,28.6,0,28,29,0,0,0,0,74.8,75.8,59.9,60.3,47.1,0,0,93.9,421.5,306,162.1,113.9,54.1,0,49.2,0,44.4,52.9,119.2,158.3,28.3,0,11.2,0,0,0.7,1.7,0.7,0,0,0.3,44.7,47.1,0,0,0,4,0,17.5,275.6,0
20251228,3190.9,2705.4,485.5,17.95,268.01,225.414,0,0,0,0,0,0,75.5,0,75.8,38.4,39,37.9,0,39.8,0,38,0,38.2,38.5,0,0,0,0,74.6,75.7,55.4,55.5,46.2,0,0,92.7,417,305.7,171.3,110.9,29.6,0,45.6,0,44.2,45.3,42.4,140.3,28.2,0,11.6,5.5,6.1,0.7,1.6,0.7,0,0,0.1,29.4,79.7,0,0,2,4,0,19.1,278,0
20251229,3583.4,2927.7,655.7,22.4,289.83,243.766,0,0,0,0,0,0,75.5,0,75.8,36.1,37,37.6,0,37.4,0,39,0,37.4,37.5,0,0,0,0,74.6,75.7,58.7,60.2,45.4,0,0,129.9,412,300.6,140.1,96.9,29.5,40.3,48,63.6,45.4,38.7,85.8,182.6,28.1,0,10.1,4.8,4,1.8,2.5,1.4,0,0,0.3,29.8,29.9,0,0,0,4,0,18.5,262.1,138.1
20251230,3632.9,2951.7,681.2,23.08,295.062,248.167,0,0,0,0,0,0,75.6,0,76,35.9,36.6,36.5,0,37.6,0,37.3,0,37.4,37.1,0,0,0,0,0,75.8,59.9,60.3,52,0,0,127.4,379.3,301.5,163.4,102.9,29.6,40.2,30.6,63.6,35.1,51.3,111.5,183.9,28.1,3.7,9.5,3.3,3,2.1,2.2,1.5,0,0,0.2,14.6,20.2,0,0,1,4,0,17.8,314.2,141.6
20251231,3940.5,2905.7,1034.8,35.61,291.087,244.824,0,0,0,0,0,0,75.6,0,76.1,22.1,22.7,24.3,0,24,0,23.6,0,24,24.1,0,0,0,0,0,75.8,50.8,57.4,1.5,0,0,114.1,392.1,254.2,150.2,104.1,29.5,0,0,63.6,0,0,68.9,146.2,28.1,0,8.1,3.2,3.8,2.1,2.7,1.5,0,0,0.3,0,0,2.4,0,0,0,0,11.3,307.6,639.9
20260101,3095.1,2729.8,365.3,13.38,318.522,215.751,0,0,0,0,0,0,75.6,0,76,0,37.9,38,0,38.4,0,38.1,38.6,0,39,0,0,0,0,0,75.9,57.2,56.4,0,0,0,88.2,392.9,246.8,147.1,115.1,29.5,0,0,0,53,27.3,119.2,211.1,28.2,0,11,3.2,4.2,0.7,1.6,0.7,0,0.5,0.2,55.3,68.3,5.1,0,3,4,0,21.1,310.8,0
20260102,3216.1,2854.1,362,12.68,334.124,226.32,0,0,0,0,0,0,75.6,0,76,36.7,36.7,37.7,0,37.7,0,37.4,38,0,37.5,0,0,0,0,0,75.6,59.8,58.7,0,0,0,115.3,395.8,260.9,121.8,115.2,29.4,0,0,45.3,52.7,56.6,119.4,206.6,28,0,10.8,8,12,0,1.6,0.6,0,0.5,0.1,75.5,71.1,2.9,0,0,4,0,25.2,307.7,0
20260103,3162,2744.2,417.8,15.22,324.182,219.586,0,0,0,0,0,0,75.7,0,75.8,42.3,42.2,42.4,0,47.9,0,47.6,47.9,0,46.5,0,0,0,0,0,76.1,57.3,56.5,0,0,0,77.9,384.9,298.1,116.2,115.2,29.4,0,0,45.3,53.6,55.7,119.3,157.7,27.9,0,10.9,3.7,3.8,0.5,1.6,0.6,0,0.7,0,44.9,65.5,4.8,0,3,4,0,24.2,220.5,0
20260104,2966.3,2746,220.3,8.02,314.979,213.352,0,0,0,0,0,0,75.6,0,75.8,50.9,51.8,41.5,0,53.2,0,50.5,53.5,0,52,0,0,0,0,0,75.6,55.4,55.9,0,0,0,82.3,397.3,300.1,119.8,115.2,54.7,45.9,14.4,45.2,52.2,53.9,50.3,207.5,79.5,0,11.3,1,2.3,0.9,1.8,0.7,0,0.7,0,41.9,87.1,1,0,3,4,0,23.9,32,0
20260105,3377.6,2963,414.6,13.99,343.978,232.994,0,0,0,0,0,0,75.6,0,76,32.4,32.4,31.2,0,31.3,0,28.8,29.3,0,52.4,0,0,0,0,0,75.8,59.9,60.1,0,0,0,115,385.2,286.8,105.7,115.2,29.5,43.3,45.6,45.3,50.2,54.4,119.3,200,28,0,9.9,3.1,2.1,0.6,2.2,1.5,0.7,0.7,0.2,23.7,36.7,4.2,0,0.2,4,0,23.4,301.4,156.2
20260106,3809.3,3007.3,802,26.67,355.101,240.528,0,0,0,0,0,0,75.7,0,75.6,50.2,50.5,0,0,51.5,0,51.8,52.6,0,51.9,0,0,0,0,0,75.8,59.7,59.8,0,0,0,116.7,408.9,298.3,137.1,109.7,52.4,40.3,42.8,45.2,44.1,56,119.2,196.9,28.1,0,11.4,3.3,5.9,1.9,0,1.1,0.5,0.3,0.2,28.9,46.5,0.9,0,3,4,0,24,313.4,0
