西元年,月,民國年,科學園區,產業,營業額
2017,7,民國106年7月,總　　計,精密機械,92.3
2017,7,民國106年7月,總　　計,總計,2048.47
2017,7,民國106年7月,總　　計,通訊,33.79
2017,7,民國106年7月,總　　計,電腦及周邊,33.56
2017,8,民國106年8月,中部科學園區,光電,153.24
2017,8,民國106年8月,中部科學園區,其他,1.43
2017,8,民國106年8月,中部科學園區,生物技術,3.44
2017,8,民國106年8月,中部科學園區,積體電路,278.32
2017,8,民國106年8月,中部科學園區,精密機械,25.64
2017,8,民國106年8月,中部科學園區,總計,464.83
2017,8,民國106年8月,中部科學園區,通訊,0.06
2017,8,民國106年8月,中部科學園區,電腦及周邊,2.7
2017,8,民國106年8月,南部科學園區,光電,274.79
2017,8,民國106年8月,南部科學園區,其他,2.13
2017,8,民國106年8月,南部科學園區,生物技術,7.79
2017,8,民國106年8月,南部科學園區,積體電路,480.88
2017,8,民國106年8月,南部科學園區,精密機械,34.97
2017,8,民國106年8月,南部科學園區,總計,806.57
2017,8,民國106年8月,南部科學園區,通訊,4.05
2017,8,民國106年8月,南部科學園區,電腦及周邊,1.96
2017,8,民國106年8月,新竹科學園區,光電,113.09
2017,8,民國106年8月,新竹科學園區,其他,5.65
2017,8,民國106年8月,新竹科學園區,生物技術,8.37
2017,8,民國106年8月,新竹科學園區,積體電路,642.13
2017,8,民國106年8月,新竹科學園區,精密機械,42.67
2017,8,民國106年8月,新竹科學園區,總計,881.62
2017,8,民國106年8月,新竹科學園區,通訊,35.88
2017,8,民國106年8月,新竹科學園區,電腦及周邊,33.83
2017,8,民國106年8月,總　　計,光電,541.12
2017,8,民國106年8月,總　　計,其他,9.21
2017,8,民國106年8月,總　　計,生物技術,19.61
2017,8,民國106年8月,總　　計,積體電路,1401.32
2017,8,民國106年8月,總　　計,精密機械,103.27
2017,8,民國106年8月,總　　計,總計,2153.03
2017,8,民國106年8月,總　　計,通訊,39.99
2017,8,民國106年8月,總　　計,電腦及周邊,38.5
2017,9,民國106年9月,中部科學園區,光電,141.1
2017,9,民國106年9月,中部科學園區,其他,1.65
2017,9,民國106年9月,中部科學園區,生物技術,3.45
2017,9,民國106年9月,中部科學園區,積體電路,317.59
2017,9,民國106年9月,中部科學園區,精密機械,25.39
2017,9,民國106年9月,中部科學園區,總計,491.76
2017,9,民國106年9月,中部科學園區,通訊,0.06
2017,9,民國106年9月,中部科學園區,電腦及周邊,2.53
2017,9,民國106年9月,南部科學園區,光電,228.15
2017,9,民國106年9月,南部科學園區,其他,2.54
2017,9,民國106年9月,南部科學園區,生物技術,9.9
2017,9,民國106年9月,南部科學園區,積體電路,467.93
2017,9,民國106年9月,南部科學園區,精密機械,37.47
2017,9,民國106年9月,南部科學園區,總計,752.3
2017,9,民國106年9月,南部科學園區,通訊,4.27
2017,9,民國106年9月,南部科學園區,電腦及周邊,2.04
2017,9,民國106年9月,新竹科學園區,光電,119.45
2017,9,民國106年9月,新竹科學園區,其他,6.27
2017,9,民國106年9月,新竹科學園區,生物技術,8.92
2017,9,民國106年9月,新竹科學園區,積體電路,655.97
2017,9,民國106年9月,新竹科學園區,精密機械,38.89
2017,9,民國106年9月,新竹科學園區,總計,895.77
2017,9,民國106年9月,新竹科學園區,通訊,29.48
2017,9,民國106年9月,新竹科學園區,電腦及周邊,36.79
2017,9,民國106年9月,總　　計,光電,488.7
2017,9,民國106年9月,總　　計,其他,10.46
2017,9,民國106年9月,總　　計,生物技術,22.28
2017,9,民國106年9月,總　　計,積體電路,1441.48
2017,9,民國106年9月,總　　計,精密機械,101.74
2017,9,民國106年9月,總　　計,總計,2139.83
2017,9,民國106年9月,總　　計,通訊,33.81
2017,9,民國106年9月,總　　計,電腦及周邊,41.36
2017,10,民國106年10月,中部科學園區,光電,142.12
2017,10,民國106年10月,中部科學園區,其他,1.45
2017,10,民國106年10月,中部科學園區,生物技術,3.45
2017,10,民國106年10月,中部科學園區,積體電路,344.09
2017,10,民國106年10月,中部科學園區,精密機械,23.04
2017,10,民國106年10月,中部科學園區,總計,516.03
2017,10,民國106年10月,中部科學園區,通訊,0.06
2017,10,民國106年10月,中部科學園區,電腦及周邊,1.82
2017,10,民國106年10月,南部科學園區,光電,229.59
2017,10,民國106年10月,南部科學園區,其他,1.96
2017,10,民國106年10月,南部科學園區,生物技術,7.37
2017,10,民國106年10月,南部科學園區,積體電路,419.32
2017,10,民國106年10月,南部科學園區,精密機械,36.23
2017,10,民國106年10月,南部科學園區,總計,700.64
2017,10,民國106年10月,南部科學園區,通訊,4.21
2017,10,民國106年10月,南部科學園區,電腦及周邊,1.96
2017,10,民國106年10月,新竹科學園區,光電,123.86
2017,10,民國106年10月,新竹科學園區,其他,5.7
2017,10,民國106年10月,新竹科學園區,生物技術,9.02
2017,10,民國106年10月,新竹科學園區,積體電路,660.74
2017,10,民國106年10月,新竹科學園區,精密機械,35.98
2017,10,民國106年10月,新竹科學園區,總計,903.33
2017,10,民國106年10月,新竹科學園區,通訊,29.61
2017,10,民國106年10月,新竹科學園區,電腦及周邊,38.41
2017,10,民國106年10月,總　　計,光電,495.57
2017,10,民國106年10月,總　　計,其他,9.11
2017,10,民國106年10月,總　　計,生物技術,19.83
2017,10,民國106年10月,總　　計,積體電路,1424.15
2017,10,民國106年10月,總　　計,精密機械,95.25
2017,10,民國106年10月,總　　計,總計,2120.0
2017,10,民國106年10月,總　　計,通訊,33.89
2017,10,民國106年10月,總　　計,電腦及周邊,42.19
2017,11,民國106年11月,中部科學園區,光電,148.52
2017,11,民國106年11月,中部科學園區,其他,1.43
2017,11,民國106年11月,中部科學園區,生物技術,3.56
2017,11,民國106年11月,中部科學園區,積體電路,423.16
2017,11,民國106年11月,中部科學園區,精密機械,24.72
2017,11,民國106年11月,中部科學園區,總計,603.43
2017,11,民國106年11月,中部科學園區,通訊,0.06
2017,11,民國106年11月,中部科學園區,電腦及周邊,1.97
2017,11,民國106年11月,南部科學園區,光電,237.13
2017,11,民國106年11月,南部科學園區,其他,2.4
2017,11,民國106年11月,南部科學園區,生物技術,7.54
2017,11,民國106年11月,南部科學園區,積體電路,468.08
2017,11,民國106年11月,南部科學園區,精密機械,38.12
2017,11,民國106年11月,南部科學園區,總計,759.2
2017,11,民國106年11月,南部科學園區,通訊,4.28
2017,11,民國106年11月,南部科學園區,電腦及周邊,1.65
2017,11,民國106年11月,新竹科學園區,光電,119.07
2017,11,民國106年11月,新竹科學園區,其他,5.66
2017,11,民國106年11月,新竹科學園區,生物技術,9.79
2017,11,民國106年11月,新竹科學園區,積體電路,682.86
2017,11,民國106年11月,新竹科學園區,精密機械,33.27
2017,11,民國106年11月,新竹科學園區,總計,917.91
2017,11,民國106年11月,新竹科學園區,通訊,31.25
2017,11,民國106年11月,新竹科學園區,電腦及周邊,36.0
2017,11,民國106年11月,總　　計,光電,504.72
2017,11,民國106年11月,總　　計,其他,9.49
2017,11,民國106年11月,總　　計,生物技術,20.89
2017,11,民國106年11月,總　　計,積體電路,1574.1
2017,11,民國106年11月,總　　計,精密機械,96.11
2017,11,民國106年11月,總　　計,總計,2280.53
2017,11,民國106年11月,總　　計,通訊,35.59
2017,11,民國106年11月,總　　計,電腦及周邊,39.63
2017,12,民國106年12月,中部科學園區,光電,151.99
2017,12,民國106年12月,中部科學園區,其他,1.12
2017,12,民國106年12月,中部科學園區,生物技術,3.82
2017,12,民國106年12月,中部科學園區,積體電路,472.97
2017,12,民國106年12月,中部科學園區,精密機械,31.01
2017,12,民國106年12月,中部科學園區,總計,662.74
2017,12,民國106年12月,中部科學園區,通訊,0.11
2017,12,民國106年12月,中部科學園區,電腦及周邊,1.72
2017,12,民國106年12月,南部科學園區,光電,233.71
2017,12,民國106年12月,南部科學園區,其他,2.14
2017,12,民國106年12月,南部科學園區,生物技術,8.6
2017,12,民國106年12月,南部科學園區,積體電路,445.61
2017,12,民國106年12月,南部科學園區,精密機械,44.17
2017,12,民國106年12月,南部科學園區,總計,740.7
2017,12,民國106年12月,南部科學園區,通訊,4.99
2017,12,民國106年12月,南部科學園區,電腦及周邊,1.48
2017,12,民國106年12月,新竹科學園區,光電,109.98
2017,12,民國106年12月,新竹科學園區,其他,5.43
2017,12,民國106年12月,新竹科學園區,生物技術,10.67
2017,12,民國106年12月,新竹科學園區,積體電路,715.95
2017,12,民國106年12月,新竹科學園區,精密機械,40.57
2017,12,民國106年12月,新竹科學園區,總計,948.33
2017,12,民國106年12月,新竹科學園區,通訊,33.71
2017,12,民國106年12月,新竹科學園區,電腦及周邊,32.01
2017,12,民國106年12月,總　　計,光電,495.67
2017,12,民國106年12月,總　　計,其他,8.69
2017,12,民國106年12月,總　　計,生物技術,23.09
2017,12,民國106年12月,總　　計,積體電路,1634.53
2017,12,民國106年12月,總　　計,精密機械,115.75
2017,12,民國106年12月,總　　計,總計,2351.76
2017,12,民國106年12月,總　　計,通訊,38.81
2017,12,民國106年12月,總　　計,電腦及周邊,35.22
2018,1,民國107年1月,中部科學園區,光電,143.96
2018,1,民國107年1月,中部科學園區,其他,1.82
2018,1,民國107年1月,中部科學園區,生物技術,4.08
2018,1,民國107年1月,中部科學園區,積體電路,306.79
2018,1,民國107年1月,中部科學園區,精密機械,25.88
2018,1,民國107年1月,中部科學園區,總計,484.56
2018,1,民國107年1月,中部科學園區,通訊,0.04
2018,1,民國107年1月,中部科學園區,電腦及周邊,1.98
2018,1,民國107年1月,南部科學園區,光電,226.46
2018,1,民國107年1月,南部科學園區,其他,2.13
2018,1,民國107年1月,南部科學園區,生物技術,6.86
2018,1,民國107年1月,南部科學園區,積體電路,259.04
2018,1,民國107年1月,南部科學園區,精密機械,39.37
2018,1,民國107年1月,南部科學園區,總計,540.08
2018,1,民國107年1月,南部科學園區,通訊,4.58
2018,1,民國107年1月,南部科學園區,電腦及周邊,1.63
2018,1,民國107年1月,新竹科學園區,光電,119.47
2018,1,民國107年1月,新竹科學園區,其他,5.89
2018,1,民國107年1月,新竹科學園區,生物技術,10.72
2018,1,民國107年1月,新竹科學園區,積體電路,602.47
2018,1,民國107年1月,新竹科學園區,精密機械,39.76
2018,1,民國107年1月,新竹科學園區,總計,837.61
2018,1,民國107年1月,新竹科學園區,通訊,27.34
2018,1,民國107年1月,新竹科學園區,電腦及周邊,31.96
2018,1,民國107年1月,總　　計,光電,489.89
2018,1,民國107年1月,總　　計,其他,9.83
2018,1,民國107年1月,總　　計,生物技術,21.66
2018,1,民國107年1月,總　　計,積體電路,1168.31
2018,1,民國107年1月,總　　計,精密機械,105.01
2018,1,民國107年1月,總　　計,總計,1862.24
2018,1,民國107年1月,總　　計,通訊,31.97
2018,1,民國107年1月,總　　計,電腦及周邊,35.57
2018,2,民國107年2月,中部科學園區,光電,125.69
2018,2,民國107年2月,中部科學園區,其他,1.46
2018,2,民國107年2月,中部科學園區,生物技術,3.05
2018,2,民國107年2月,中部科學園區,積體電路,457.92
2018,2,民國107年2月,中部科學園區,精密機械,19.68
2018,2,民國107年2月,中部科學園區,總計,609.9
2018,2,民國107年2月,中部科學園區,通訊,0.05
2018,2,民國107年2月,中部科學園區,電腦及周邊,2.05
2018,2,民國107年2月,南部科學園區,光電,173.66
2018,2,民國107年2月,南部科學園區,其他,2.04
2018,2,民國107年2月,南部科學園區,生物技術,5.47
2018,2,民國107年2月,南部科學園區,積體電路,431.2
2018,2,民國107年2月,南部科學園區,精密機械,30.85
2018,2,民國107年2月,南部科學園區,總計,648.05
2018,2,民國107年2月,南部科學園區,通訊,3.74
2018,2,民國107年2月,南部科學園區,電腦及周邊,1.08
2018,2,民國107年2月,新竹科學園區,光電,90.51
2018,2,民國107年2月,新竹科學園區,其他,5.19
2018,2,民國107年2月,新竹科學園區,生物技術,6.25
2018,2,民國107年2月,新竹科學園區,積體電路,590.35
2018,2,民國107年2月,新竹科學園區,精密機械,35.13
2018,2,民國107年2月,新竹科學園區,總計,776.19
2018,2,民國107年2月,新竹科學園區,通訊,23.48
2018,2,民國107年2月,新竹科學園區,電腦及周邊,25.28
2018,2,民國107年2月,總　　計,光電,389.86
2018,2,民國107年2月,總　　計,其他,8.69
2018,2,民國107年2月,總　　計,生物技術,14.77
2018,2,民國107年2月,總　　計,積體電路,1479.48
2018,2,民國107年2月,總　　計,精密機械,85.67
2018,2,民國107年2月,總　　計,總計,2034.15
2018,2,民國107年2月,總　　計,通訊,27.26
2018,2,民國107年2月,總　　計,電腦及周邊,28.41
2018,3,民國107年3月,中部科學園區,光電,146.26
2018,3,民國107年3月,中部科學園區,其他,1.35
2018,3,民國107年3月,中部科學園區,生物技術,3.44
2018,3,民國107年3月,中部科學園區,積體電路,332.31
2018,3,民國107年3月,中部科學園區,精密機械,29.08
2018,3,民國107年3月,中部科學園區,總計,515.48
2018,3,民國107年3月,中部科學園區,通訊,0.08
2018,3,民國107年3月,中部科學園區,電腦及周邊,2.97
2018,3,民國107年3月,南部科學園區,光電,205.41
2018,3,民國107年3月,南部科學園區,其他,2.18
2018,3,民國107年3月,南部科學園區,生物技術,7.92
2018,3,民國107年3月,南部科學園區,積體電路,387.23
2018,3,民國107年3月,南部科學園區,精密機械,40.35
2018,3,民國107年3月,南部科學園區,總計,649.49
2018,3,民國107年3月,南部科學園區,通訊,4.92
2018,3,民國107年3月,南部科學園區,電腦及周邊,1.48
2018,3,民國107年3月,新竹科學園區,光電,120.53
2018,3,民國107年3月,新竹科學園區,其他,5.93
2018,3,民國107年3月,新竹科學園區,生物技術,10.38
2018,3,民國107年3月,新竹科學園區,積體電路,622.79
2018,3,民國107年3月,新竹科學園區,精密機械,38.55
2018,3,民國107年3月,新竹科學園區,總計,858.84
2018,3,民國107年3月,新竹科學園區,通訊,30.16
2018,3,民國107年3月,新竹科學園區,電腦及周邊,30.5
2018,3,民國107年3月,總　　計,光電,472.19
2018,3,民國107年3月,總　　計,其他,9.46
2018,3,民國107年3月,總　　計,生物技術,21.74
2018,3,民國107年3月,總　　計,積體電路,1342.34
2018,3,民國107年3月,總　　計,精密機械,107.98
2018,3,民國107年3月,總　　計,總計,2023.81
2018,3,民國107年3月,總　　計,通訊,35.16
2018,3,民國107年3月,總　　計,電腦及周邊,34.94
2018,4,民國107年4月,中部科學園區,光電,139.92
2018,4,民國107年4月,中部科學園區,其他,1.46
