西元年,月,民國年,能源種類,能源流程,數值,單位
2016,2,民國105年2月,水力,(電子零組件製造業),0.0,千度
2016,2,民國105年2月,水力,公用汽電共生廠,0.0,千度
2016,2,民國105年2月,水力,公用發電廠,795799.144,千度
2016,2,民國105年2月,水力,抽水用電,0.0,千度
2016,2,民國105年2月,水力,氣體燃料供應業,0.0,千度
2016,2,民國105年2月,水力,汽電共生廠,0.0,千度
2016,2,民國105年2月,水力,油氣礦業,0.0,千度
2016,2,民國105年2月,水力,煉油廠,0.0,千度
2016,2,民國105年2月,水力,煉焦工場/煤製品業,0.0,千度
2016,2,民國105年2月,水力,煤礦業,0.0,千度
2016,2,民國105年2月,水力,發電廠,0.0,千度
2016,2,民國105年2月,水力,能源部門自用,0.0,千度
2016,2,民國105年2月,水力,自用汽電共生廠,0.0,千度
2016,2,民國105年2月,水力,自用發電廠,0.0,千度
2016,2,民國105年2月,水力,高爐工場,0.0,千度
2016,2,民國105年2月,煤及煤產品,(+)自產,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,(+)進口,2649113.893856,公噸油當量
2016,2,民國105年2月,煤及煤產品,(-)出口,59.24,公噸油當量
2016,2,民國105年2月,煤及煤產品,(-)國際海運,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,(-)國際航空,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,(電子零組件製造業),0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,公用汽電共生廠,34537.44,公噸油當量
2016,2,民國105年2月,煤及煤產品,公用發電廠,1199856.0532067367,公噸油當量
2016,2,民國105年2月,煤及煤產品,抽水用電,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,氣體燃料供應業,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,汽電共生廠,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,油氣礦業,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,煉油廠,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,煉焦工場/煤製品業,48302.5977,公噸油當量
2016,2,民國105年2月,煤及煤產品,煤礦業,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,發電廠,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,能源部門自用,101008.2507,公噸油當量
2016,2,民國105年2月,煤及煤產品,自用汽電共生廠,613136.4366723035,公噸油當量
2016,2,民國105年2月,煤及煤產品,自用發電廠,0.0,公噸油當量
2016,2,民國105年2月,煤及煤產品,高爐工場,52705.653,公噸油當量
2016,2,民國105年2月,熱能,(+)自產,0.0,公噸
2016,2,民國105年2月,熱能,(+)進口,0.0,公噸
2016,2,民國105年2月,熱能,(-)出口,0.0,公噸
2016,2,民國105年2月,熱能,(-)國際海運,0.0,公噸
2016,2,民國105年2月,熱能,(-)國際航空,0.0,公噸
2016,2,民國105年2月,熱能,(電子零組件製造業),32702.0,公噸
2016,2,民國105年2月,熱能,公用汽電共生廠,0.0,公噸
2016,2,民國105年2月,熱能,公用發電廠,0.0,公噸
2016,2,民國105年2月,熱能,抽水用電,0.0,公噸
2016,2,民國105年2月,熱能,氣體燃料供應業,0.0,公噸
2016,2,民國105年2月,熱能,汽電共生廠,0.0,公噸
2016,2,民國105年2月,熱能,油氣礦業,0.0,公噸
2016,2,民國105年2月,熱能,煉油廠,455738.1,公噸
2016,2,民國105年2月,熱能,煉焦工場/煤製品業,0.0,公噸
2016,2,民國105年2月,熱能,煤礦業,0.0,公噸
2016,2,民國105年2月,熱能,發電廠,0.0,公噸
2016,2,民國105年2月,熱能,能源部門自用,455738.1,公噸
2016,2,民國105年2月,熱能,自用汽電共生廠,0.0,公噸
2016,2,民國105年2月,熱能,自用發電廠,0.0,公噸
2016,2,民國105年2月,熱能,高爐工場,0.0,公噸
2016,2,民國105年2月,生質能及廢棄物,(+)自產,126974.9685875,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,(+)進口,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,(-)出口,969.4085,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,(-)國際海運,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,(-)國際航空,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,(電子零組件製造業),0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,公用汽電共生廠,922.2,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,公用發電廠,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,抽水用電,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,氣體燃料供應業,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,汽電共生廠,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,油氣礦業,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,煉油廠,1.13145,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,煉焦工場/煤製品業,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,煤礦業,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,發電廠,0.0,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,能源部門自用,1.13145,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,自用汽電共生廠,90346.50812349776,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,自用發電廠,137.6409429,公噸油當量
2016,2,民國105年2月,生質能及廢棄物,高爐工場,0.0,公噸油當量
2016,2,民國105年2月,自產天然氣,(+)自產,29383.0,千立方公尺
2016,2,民國105年2月,自產天然氣,(+)進口,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,(-)出口,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,(-)國際海運,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,(-)國際航空,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,(電子零組件製造業),1909.989,千立方公尺
2016,2,民國105年2月,自產天然氣,公用汽電共生廠,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,公用發電廠,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,抽水用電,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,氣體燃料供應業,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,汽電共生廠,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,油氣礦業,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,煉油廠,119.0,千立方公尺
2016,2,民國105年2月,自產天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,煤礦業,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,發電廠,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,能源部門自用,119.0,千立方公尺
2016,2,民國105年2月,自產天然氣,自用汽電共生廠,129.79311798,千立方公尺
2016,2,民國105年2月,自產天然氣,自用發電廠,0.0,千立方公尺
2016,2,民國105年2月,自產天然氣,高爐工場,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,(+)自產,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,(+)進口,1162411.0194834617,千立方公尺
2016,2,民國105年2月,進口液化天然氣,(-)出口,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,(-)國際海運,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,(-)國際航空,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,(電子零組件製造業),5096.85,千立方公尺
2016,2,民國105年2月,進口液化天然氣,公用汽電共生廠,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,公用發電廠,854929.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,抽水用電,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,氣體燃料供應業,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,汽電共生廠,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,油氣礦業,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,煉油廠,16963.43102829,千立方公尺
2016,2,民國105年2月,進口液化天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,煤礦業,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,發電廠,869.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,能源部門自用,17832.43102829,千立方公尺
2016,2,民國105年2月,進口液化天然氣,自用汽電共生廠,4187.80923313,千立方公尺
2016,2,民國105年2月,進口液化天然氣,自用發電廠,0.0,千立方公尺
2016,2,民國105年2月,進口液化天然氣,高爐工場,0.0,千立方公尺
2016,2,民國105年2月,電力,(+)自產,0.0,千度
2016,2,民國105年2月,電力,(+)進口,0.0,千度
2016,2,民國105年2月,電力,(-)出口,0.0,千度
2016,2,民國105年2月,電力,(-)國際海運,0.0,千度
2016,2,民國105年2月,電力,(-)國際航空,0.0,千度
2016,2,民國105年2月,電力,(電子零組件製造業),2249256.229,千度
2016,2,民國105年2月,電力,公用汽電共生廠,0.0,千度
2016,2,民國105年2月,電力,公用發電廠,0.0,千度
2016,2,民國105年2月,電力,抽水用電,278251.0,千度
2016,2,民國105年2月,電力,氣體燃料供應業,34339.188,千度
2016,2,民國105年2月,電力,汽電共生廠,119892.287,千度
2016,2,民國105年2月,電力,油氣礦業,1277.408,千度
2016,2,民國105年2月,電力,煉油廠,246272.876,千度
2016,2,民國105年2月,電力,煉焦工場/煤製品業,0.0,千度
2016,2,民國105年2月,電力,煤礦業,61.563,千度
2016,2,民國105年2月,電力,發電廠,571878.966,千度
2016,2,民國105年2月,電力,能源部門自用,1251973.288,千度
2016,2,民國105年2月,電力,自用汽電共生廠,0.0,千度
2016,2,民國105年2月,電力,自用發電廠,0.0,千度
2016,2,民國105年2月,電力,高爐工場,0.0,千度
2016,2,民國105年2月,風力,(+)自產,209102.27,千度
2016,2,民國105年2月,風力,(+)進口,0.0,千度
2016,2,民國105年2月,風力,(-)出口,0.0,千度
2016,2,民國105年2月,風力,(-)國際海運,0.0,千度
2016,2,民國105年2月,風力,(-)國際航空,0.0,千度
2016,2,民國105年2月,風力,(電子零組件製造業),0.0,千度
2016,2,民國105年2月,風力,公用汽電共生廠,0.0,千度
2016,2,民國105年2月,風力,公用發電廠,207892.482,千度
2016,2,民國105年2月,風力,抽水用電,0.0,千度
2016,2,民國105年2月,風力,氣體燃料供應業,0.0,千度
2016,2,民國105年2月,風力,汽電共生廠,0.0,千度
2016,2,民國105年2月,風力,油氣礦業,0.0,千度
2016,2,民國105年2月,風力,煉油廠,0.0,千度
2016,2,民國105年2月,風力,煉焦工場/煤製品業,0.0,千度
2016,2,民國105年2月,風力,煤礦業,0.0,千度
2016,2,民國105年2月,風力,發電廠,0.0,千度
2016,2,民國105年2月,風力,能源部門自用,0.0,千度
2016,2,民國105年2月,風力,自用汽電共生廠,0.0,千度
2016,2,民國105年2月,風力,自用發電廠,1209.788,千度
2016,2,民國105年2月,風力,高爐工場,0.0,千度
2016,3,民國105年3月,原油及石油產品,(+)自產,6729.03512324469,公噸油當量
2016,3,民國105年3月,原油及石油產品,(+)進口,5135079.472507447,公噸油當量
2016,3,民國105年3月,原油及石油產品,(-)出口,1337019.6073343412,公噸油當量
2016,3,民國105年3月,原油及石油產品,(-)國際海運,105085.56,公噸油當量
2016,3,民國105年3月,原油及石油產品,(-)國際航空,230365.6,公噸油當量
2016,3,民國105年3月,原油及石油產品,(電子零組件製造業),0.0,公噸油當量
2016,3,民國105年3月,原油及石油產品,公用汽電共生廠,120.96,公噸油當量
2016,3,民國105年3月,原油及石油產品,公用發電廠,80145.96,公噸油當量
2016,3,民國105年3月,原油及石油產品,抽水用電,0.0,公噸油當量
2016,3,民國105年3月,原油及石油產品,氣體燃料供應業,115.80379186849314,公噸油當量
2016,3,民國105年3月,原油及石油產品,汽電共生廠,0.0,公噸油當量
2016,3,民國105年3月,原油及石油產品,油氣礦業,0.0,公噸油當量
2016,3,民國105年3月,原油及石油產品,煉油廠,248231.95656841353,公噸油當量
2016,3,民國105年3月,原油及石油產品,煉焦工場/煤製品業,1342.08,公噸油當量
2016,3,民國105年3月,原油及石油產品,煤礦業,96.0,公噸油當量
2016,3,民國105年3月,原油及石油產品,發電廠,131.04,公噸油當量
2016,3,民國105年3月,原油及石油產品,能源部門自用,249916.88036028203,公噸油當量
2016,3,民國105年3月,原油及石油產品,自用汽電共生廠,29101.819767865654,公噸油當量
2016,3,民國105年3月,原油及石油產品,自用發電廠,0.0,公噸油當量
2016,3,民國105年3月,原油及石油產品,高爐工場,0.0,公噸油當量
2016,3,民國105年3月,地熱,(+)自產,0.0,千度
2016,3,民國105年3月,地熱,(+)進口,0.0,千度
2016,3,民國105年3月,地熱,(-)出口,0.0,千度
2016,3,民國105年3月,地熱,(-)國際海運,0.0,千度
2016,3,民國105年3月,地熱,(-)國際航空,0.0,千度
2016,3,民國105年3月,地熱,(電子零組件製造業),0.0,千度
2016,3,民國105年3月,地熱,公用汽電共生廠,0.0,千度
2016,3,民國105年3月,地熱,公用發電廠,0.0,千度
2016,3,民國105年3月,地熱,抽水用電,0.0,千度
2016,3,民國105年3月,地熱,氣體燃料供應業,0.0,千度
2016,3,民國105年3月,地熱,汽電共生廠,0.0,千度
2016,3,民國105年3月,地熱,油氣礦業,0.0,千度
2016,3,民國105年3月,地熱,煉油廠,0.0,千度
2016,3,民國105年3月,地熱,煉焦工場/煤製品業,0.0,千度
2016,3,民國105年3月,地熱,煤礦業,0.0,千度
2016,3,民國105年3月,地熱,發電廠,0.0,千度
2016,3,民國105年3月,地熱,能源部門自用,0.0,千度
2016,3,民國105年3月,地熱,自用汽電共生廠,0.0,千度
2016,3,民國105年3月,地熱,自用發電廠,0.0,千度
2016,3,民國105年3月,地熱,高爐工場,0.0,千度
2016,3,民國105年3月,天然氣,(+)自產,20195.286195286197,公噸
2016,3,民國105年3月,天然氣,(+)進口,1000036.2483008609,公噸
2016,3,民國105年3月,天然氣,(-)出口,0.0,公噸
2016,3,民國105年3月,天然氣,(-)國際海運,0.0,公噸
2016,3,民國105年3月,天然氣,(-)國際航空,0.0,公噸
2016,3,民國105年3月,天然氣,(電子零組件製造業),5824.021717171717,公噸
2016,3,民國105年3月,天然氣,公用汽電共生廠,0.0,公噸
2016,3,民國105年3月,天然氣,公用發電廠,752881.0606060605,公噸
2016,3,民國105年3月,天然氣,抽水用電,0.0,公噸
2016,3,民國105年3月,天然氣,氣體燃料供應業,0.0,公噸
2016,3,民國105年3月,天然氣,汽電共生廠,0.0,公噸
2016,3,民國105年3月,天然氣,油氣礦業,0.0,公噸
2016,3,民國105年3月,天然氣,煉油廠,11054.202921968013,公噸
2016,3,民國105年3月,天然氣,煉焦工場/煤製品業,0.0,公噸
2016,3,民國105年3月,天然氣,煤礦業,0.0,公噸
2016,3,民國105年3月,天然氣,發電廠,437.45454545454544,公噸
2016,3,民國105年3月,天然氣,能源部門自用,11491.65746742256,公噸
2016,3,民國105年3月,天然氣,自用汽電共生廠,3346.884331453704,公噸
2016,3,民國105年3月,天然氣,自用發電廠,0.0,公噸
2016,3,民國105年3月,天然氣,高爐工場,0.0,公噸
2016,3,民國105年3月,太陽光電,(+)自產,60254.682,千度
2016,3,民國105年3月,太陽光電,(+)進口,0.0,千度
2016,3,民國105年3月,太陽光電,(-)出口,0.0,千度
2016,3,民國105年3月,太陽光電,(-)國際海運,0.0,千度
2016,3,民國105年3月,太陽光電,(-)國際航空,0.0,千度
2016,3,民國105年3月,太陽光電,(電子零組件製造業),0.0,千度
2016,3,民國105年3月,太陽光電,公用汽電共生廠,0.0,千度
2016,3,民國105年3月,太陽光電,公用發電廠,4049.738,千度
2016,3,民國105年3月,太陽光電,抽水用電,0.0,千度
2016,3,民國105年3月,太陽光電,氣體燃料供應業,0.0,千度
2016,3,民國105年3月,太陽光電,汽電共生廠,0.0,千度
2016,3,民國105年3月,太陽光電,油氣礦業,0.0,千度
2016,3,民國105年3月,太陽光電,煉油廠,0.0,千度
2016,3,民國105年3月,太陽光電,煉焦工場/煤製品業,0.0,千度
2016,3,民國105年3月,太陽光電,煤礦業,0.0,千度
2016,3,民國105年3月,太陽光電,發電廠,0.0,千度
2016,3,民國105年3月,太陽光電,能源部門自用,0.0,千度
2016,3,民國105年3月,太陽光電,自用汽電共生廠,0.0,千度
2016,3,民國105年3月,太陽光電,自用發電廠,56204.944,千度
2016,3,民國105年3月,太陽光電,高爐工場,0.0,千度
2016,3,民國105年3月,太陽熱能,(+)自產,8712.0,公噸油當量
2016,3,民國105年3月,太陽熱能,(+)進口,0.0,公噸油當量
2016,3,民國105年3月,太陽熱能,(-)出口,0.0,公噸油當量
2016,3,民國105年3月,太陽熱能,(-)國際海運,0.0,公噸油當量
2016,3,民國105年3月,太陽熱能,(-)國際航空,0.0,公噸油當量
2016,3,民國105年3月,太陽熱能,(電子零組件製造業),0.0,公噸油當量
2016,3,民國105年3月,太陽熱能,公用汽電共生廠,0.0,公噸油當量
2016,3,民國105年3月,太陽熱能,公用發電廠,0.0,公噸油當量
